variables,units,values,description
blade.ps.s_opt_spar_cap_ss,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade spar cap suction side
blade.ps.spar_cap_ss_opt,m,"[0.00047    0.00623947 0.02246682 0.03869418 0.0423     0.0423
 0.0423     0.0423     0.0423     0.0423     0.0423     0.04180479
 0.04045421 0.03910364 0.03775307 0.03640249 0.03505192 0.03370134
 0.03235077 0.03100019 0.02847552 0.02536379 0.02225207 0.01914034
 0.01602862 0.0129169  0.00980517 0.00669345 0.00358172 0.00047   ]",1D array of the the blade spanwise distribution of the spar caps suction side being optimized
blade.ps.s_opt_spar_cap_ps,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade spar cap pressure side
blade.ps.spar_cap_ps_opt,m,"[0.00047    0.00623947 0.02246682 0.03869418 0.0423     0.0423
 0.0423     0.0423     0.0423     0.0423     0.0423     0.04180479
 0.04045421 0.03910364 0.03775307 0.03640249 0.03505192 0.03370134
 0.03235077 0.03100019 0.02847552 0.02536379 0.02225207 0.01914034
 0.01602862 0.0129169  0.00980517 0.00669345 0.00358172 0.00047   ]",1D array of the the blade spanwise distribution of the spar caps pressure side being optimized
blade.ps.s_opt_te_ss,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade trailing edge suction side
blade.ps.te_ss_opt,m,"[4.70000000e-04 1.49103448e-03 4.97956898e-03 7.05000000e-03
 7.05000000e-03 7.05000000e-03 7.05000000e-03 7.05000000e-03
 7.05000000e-03 7.05000000e-03 7.05000000e-03 6.82209278e-03
 6.20052761e-03 5.57896245e-03 4.95739728e-03 4.33583212e-03
 3.71426696e-03 3.09270179e-03 2.47113663e-03 1.84957146e-03
 1.22800630e-03 6.06441132e-04 4.22852664e-04 3.62445141e-04
 3.02037617e-04 2.41630094e-04 1.81222570e-04 1.20815047e-04
 6.04075235e-05 0.00000000e+00]",1D array of the the blade spanwise distribution of the trailing edges suction side being optimized
blade.ps.s_opt_te_ps,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade trailing edge pressure side
blade.ps.te_ps_opt,m,"[4.70000000e-04 1.49103448e-03 4.97956898e-03 7.05000000e-03
 7.05000000e-03 7.05000000e-03 7.05000000e-03 7.05000000e-03
 7.05000000e-03 7.05000000e-03 7.05000000e-03 6.82209278e-03
 6.20052761e-03 5.57896245e-03 4.95739728e-03 4.33583212e-03
 3.71426696e-03 3.09270179e-03 2.47113663e-03 1.84957146e-03
 1.22800630e-03 6.06441132e-04 4.22852664e-04 3.62445141e-04
 3.02037617e-04 2.41630094e-04 1.81222570e-04 1.20815047e-04
 6.04075235e-05 0.00000000e+00]",1D array of the the blade spanwise distribution of the trailing edges pressure side being optimized
high_level_tower_props.tower_ref_axis_user,m,"[[ 0.         0.         0.       ]
 [ 0.         0.        14.6      ]
 [ 0.         0.        29.2      ]
 [ 0.         0.        43.8      ]
 [ 0.         0.        58.4      ]
 [ 0.         0.        73.       ]
 [ 0.         0.        87.6974416]]","2D array of the coordinates (x,y,z) of the tower reference axis. The coordinate system is the global coordinate system of OpenFAST: it is placed at tower base with x pointing downwind, y pointing on the side and z pointing vertically upwards. A standard tower configuration will have zero x and y values and positive z values."
high_level_tower_props.distance_tt_hub,m,[2.3],Vertical distance from tower top to hub center.
high_level_tower_props.hub_height_user,m,[90.],Height of the hub specified by the user.
high_level_tower_props.rotor_diameter,m,[126.],Diameter of the rotor used in WISDEM. It is defined as two times the blade length plus the hub diameter.
af_3d.aoa,rad,"[-3.14159265 -3.08923278 -3.0368729  -2.98451302 -2.93215314 -2.87979327
 -2.82743339 -2.77507351 -2.72271363 -2.67035376 -2.61799388 -2.565634
 -2.51327412 -2.46091425 -2.40855437 -2.35619449 -2.30383461 -2.25147474
 -2.19911486 -2.14675498 -2.0943951  -2.04203522 -1.98967535 -1.93731547
 -1.88495559 -1.83259571 -1.78023584 -1.72787596 -1.67551608 -1.6231562
 -1.57079633 -1.51843645 -1.46607657 -1.41371669 -1.36135682 -1.30899694
 -1.25663706 -1.20427718 -1.15191731 -1.09955743 -1.04719755 -0.99483767
 -0.9424778  -0.89011792 -0.83775804 -0.78539816 -0.73303829 -0.68067841
 -0.62831853 -0.57595865 -0.52359878 -0.51302102 -0.50244327 -0.49186552
 -0.48128776 -0.47071001 -0.46013226 -0.4495545  -0.43897675 -0.428399
 -0.41782125 -0.40724349 -0.39666574 -0.38608799 -0.37551023 -0.36493248
 -0.35435473 -0.34377697 -0.33319922 -0.32262147 -0.31204371 -0.30146596
 -0.29088821 -0.28031046 -0.2697327  -0.25915495 -0.2485772  -0.23799944
 -0.22742169 -0.21684394 -0.20626618 -0.19568843 -0.18511068 -0.17453293
 -0.16395517 -0.15337742 -0.14279967 -0.13222191 -0.12164416 -0.11106641
 -0.10048865 -0.0899109  -0.07933315 -0.06875539 -0.05817764 -0.04759989
 -0.03702214 -0.02644438 -0.01586663 -0.00528888  0.00528888  0.01586663
  0.02644438  0.03702214  0.04759989  0.05817764  0.06875539  0.07933315
  0.0899109   0.10048865  0.11106641  0.12164416  0.13222191  0.14279967
  0.15337742  0.16395517  0.17453293  0.18511068  0.19568843  0.20626618
  0.21684394  0.22742169  0.23799944  0.2485772   0.25915495  0.2697327
  0.28031046  0.29088821  0.30146596  0.31204371  0.32262147  0.33319922
  0.34377697  0.35435473  0.36493248  0.37551023  0.38608799  0.39666574
  0.40724349  0.41782125  0.428399    0.43897675  0.4495545   0.46013226
  0.47071001  0.48128776  0.49186552  0.50244327  0.51302102  0.52359878
  0.57595865  0.62831853  0.68067841  0.73303829  0.78539816  0.83775804
  0.89011792  0.9424778   0.99483767  1.04719755  1.09955743  1.15191731
  1.20427718  1.25663706  1.30899694  1.36135682  1.41371669  1.46607657
  1.51843645  1.57079633  1.6231562   1.67551608  1.72787596  1.78023584
  1.83259571  1.88495559  1.93731547  1.98967535  2.04203522  2.0943951
  2.14675498  2.19911486  2.25147474  2.30383461  2.35619449  2.40855437
  2.46091425  2.51327412  2.565634    2.61799388  2.67035376  2.72271363
  2.77507351  2.82743339  2.87979327  2.93215314  2.98451302  3.0368729
  3.08923278  3.14159265]",1D array of the angles of attack used to define the polars of the airfoils. All airfoils defined in openmdao share this grid.
af_3d.Re,,[1000000.],1D array of the Reynolds numbers used to define the polars of the airfoils. All airfoils defined in openmdao share this grid.
af_3d.cl,,"[[[[-3.25260652e-19]]

  [[ 0.00000000e+00]]

  [[-1.04083409e-17]]

  ...

  [[ 4.33680869e-19]]

  [[-6.93889390e-18]]

  [[-3.25260652e-19]]]


 [[[ 3.62864642e-06]]

  [[ 3.27809762e-03]]

  [[ 6.88327980e-03]]

  ...

  [[-7.86986488e-03]]

  [[-4.34718901e-03]]

  [[ 3.62864642e-06]]]


 [[[ 5.54997382e-04]]

  [[ 3.78349529e-02]]

  [[ 7.81653661e-02]]

  ...

  [[-8.85753715e-02]]

  [[-4.86632636e-02]]

  [[ 5.54997382e-04]]]


 ...


 [[[-1.29808326e-03]]

  [[ 2.27043600e-01]]

  [[ 4.51840390e-01]]

  ...

  [[-4.95358408e-01]]

  [[-2.71512793e-01]]

  [[-1.29808326e-03]]]


 [[[-1.29808326e-03]]

  [[ 2.27043600e-01]]

  [[ 4.51840390e-01]]

  ...

  [[-4.95358408e-01]]

  [[-2.71512793e-01]]

  [[-1.29808326e-03]]]


 [[[-1.29808326e-03]]

  [[ 2.27043600e-01]]

  [[ 4.51840390e-01]]

  ...

  [[-4.95358408e-01]]

  [[-2.71512793e-01]]

  [[-1.29808326e-03]]]]","4D array with the lift coefficients of the airfoils. Dimension 0 is along the blade span for n_span stations, dimension 1 is along the angles of attack, dimension 2 is along the Reynolds number, dimension 3 is along the number of tabs, which may describe multiple sets at the same station, for example in presence of a flap."
af_3d.cd,,"[[[[0.5       ]]

  [[0.5       ]]

  [[0.5       ]]

  ...

  [[0.5       ]]

  [[0.5       ]]

  [[0.5       ]]]


 [[[0.4900672 ]]

  [[0.48860917]]

  [[0.48784296]]

  ...

  [[0.48853086]]

  [[0.48903354]]

  [[0.4900672 ]]]


 [[[0.3844799 ]]

  [[0.37019691]]

  [[0.36273067]]

  ...

  [[0.3698606 ]]

  [[0.37447855]]

  [[0.3844799 ]]]


 ...


 [[[0.01799703]]

  [[0.03022812]]

  [[0.04946319]]

  ...

  [[0.04774129]]

  [[0.02879544]]

  [[0.01799703]]]


 [[[0.01799703]]

  [[0.03022812]]

  [[0.04946319]]

  ...

  [[0.04774129]]

  [[0.02879544]]

  [[0.01799703]]]


 [[[0.01799703]]

  [[0.03022812]]

  [[0.04946319]]

  ...

  [[0.04774129]]

  [[0.02879544]]

  [[0.01799703]]]]","4D array with the drag coefficients of the airfoils. Dimension 0 is along the blade span for n_span stations, dimension 1 is along the angles of attack, dimension 2 is along the Reynolds number, dimension 3 is along the number of tabs, which may describe multiple sets at the same station, for example in presence of a flap."
af_3d.cm,,"[[[[-4.06575815e-20]]

  [[ 9.10729825e-18]]

  [[ 3.46944695e-18]]

  ...

  [[-1.08420217e-17]]

  [[-3.90312782e-18]]

  [[-4.06575815e-20]]]


 [[[ 5.03731484e-06]]

  [[ 1.80737887e-03]]

  [[ 3.50655024e-03]]

  ...

  [[-4.12486639e-03]]

  [[-2.12394533e-03]]

  [[ 5.03731484e-06]]]


 [[[ 6.62817646e-05]]

  [[ 2.02834839e-02]]

  [[ 3.93514303e-02]]

  ...

  [[-4.55711084e-02]]

  [[-2.34524370e-02]]

  [[ 6.62817646e-05]]]


 ...


 [[[-1.16934629e-07]]

  [[ 1.12800272e-01]]

  [[ 2.25800263e-01]]

  ...

  [[-2.25744029e-01]]

  [[-1.12745924e-01]]

  [[-1.16934629e-07]]]


 [[[-1.16934629e-07]]

  [[ 1.12800272e-01]]

  [[ 2.25800263e-01]]

  ...

  [[-2.25744029e-01]]

  [[-1.12745924e-01]]

  [[-1.16934629e-07]]]


 [[[-1.16934629e-07]]

  [[ 1.12800272e-01]]

  [[ 2.25800263e-01]]

  ...

  [[-2.25744029e-01]]

  [[-1.12745924e-01]]

  [[-1.16934629e-07]]]]","4D array with the moment coefficients of the airfoils. Dimension 0 is along the blade span for n_span stations, dimension 1 is along the angles of attack, dimension 2 is along the Reynolds number, dimension 3 is along the number of tabs, which may describe multiple sets at the same station, for example in presence of a flap."
af_3d.rated_TSR,,[7.01754386],Constant tip speed ratio in region II.
af_3d.r_blade,m,"[ 1.5         3.62068966  5.74137931  7.86206897  9.98275862 12.10344828
 14.22413793 16.34482759 18.46551724 20.5862069  22.70689655 24.82758621
 26.94827586 29.06896552 31.18965517 33.31034483 35.43103448 37.55172414
 39.67241379 41.79310345 43.9137931  46.03448276 48.15517241 50.27586207
 52.39655172 54.51724138 56.63793103 58.75862069 60.87931034 63.        ]",1D array of the dimensional spanwise grid defined along the rotor (hub radius to blade tip projected on the plane)
af_3d.rotor_radius,m,[63.],"Scalar of the rotor radius, defined ignoring prebend and sweep curvatures, and cone and uptilt angles."
af_3d.r_thick_interp,,"[1.         0.98964428 0.87254312 0.68480309 0.50177122 0.39873514
 0.36623504 0.34586024 0.33129768 0.31976414 0.30840306 0.29440513
 0.2773373  0.26020528 0.24611865 0.23464382 0.22434731 0.21431102
 0.20287772 0.18938788 0.18061067 0.18       0.18       0.18
 0.18       0.18       0.18       0.18       0.18       0.18      ]",1D array of the relative thicknesses of the blade defined along span.
af_3d.chord,m,"[3.542      3.62806621 3.87018985 4.11303764 4.35527783 4.56518965
 4.61432759 4.62858621 4.52824138 4.42556897 4.31746552 4.20310345
 4.07793103 3.94894827 3.81498276 3.68437931 3.55713793 3.42989655
 3.30265517 3.17541379 3.04817241 2.92093103 2.79368966 2.66644828
 2.5392069  2.41196655 2.27386436 2.09774152 1.60299411 1.419     ]",1D array of the chord values defined along blade span.
tower_grid.ref_axis,m,"[[ 0.          0.          0.        ]
 [ 0.          0.         14.60042593]
 [ 0.          0.         29.20085185]
 [ 0.          0.         43.80127778]
 [ 0.          0.         58.4017037 ]
 [ 0.          0.         73.00212963]
 [ 0.          0.         87.7       ]]","2D array of the coordinates (x,y,z) of the tower reference axis. The coordinate system is the global coordinate system of OpenFAST: it is placed at tower base with x pointing downwind, y pointing on the side and z pointing vertically upwards. A standard tower configuration will have zero x and y values and positive z values."
rotorse.ccblade.Uhub,m/s,[9.],Undisturbed wind speed
rotorse.tsr,,[7.01754386],Tip speed ratio
rotorse.pitch,deg,[0.],Pitch angle
rotorse.r,m,"[ 1.5         3.62068966  5.74137931  7.86206897  9.98275862 12.10344828
 14.22413793 16.34482759 18.46551724 20.5862069  22.70689655 24.82758621
 26.94827586 29.06896552 31.18965517 33.31034483 35.43103448 37.55172414
 39.67241379 41.79310345 43.9137931  46.03448276 48.15517241 50.27586207
 52.39655172 54.51724138 56.63793103 58.75862069 60.87931034 63.        ]",radial locations where blade is defined (should be increasing and not go all the way to hub or tip)
rotorse.ccblade.s_opt_chord,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade chord
rotorse.ccblade.s_opt_theta,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade twist
rotorse.chord,m,"[3.542      3.62806621 3.87018985 4.11303764 4.35527783 4.56518965
 4.61432759 4.62858621 4.52824138 4.42556897 4.31746552 4.20310345
 4.07793103 3.94894827 3.81498276 3.68437931 3.55713793 3.42989655
 3.30265517 3.17541379 3.04817241 2.92093103 2.79368966 2.66644828
 2.5392069  2.41196655 2.27386436 2.09774152 1.60299411 1.419     ]",chord length at each section
rotorse.ccblade.theta_in,rad,"[0.23226842 0.23226842 0.23226842 0.23226842 0.23226842 0.22951802
 0.21301563 0.19758752 0.18568919 0.17424314 0.16385241 0.15324653
 0.14226901 0.13115458 0.11986109 0.10887454 0.09819493 0.08756648
 0.07697715 0.06701673 0.05742043 0.04944819 0.04217197 0.03498573
 0.02782686 0.0206485  0.01357875 0.00690278 0.00312109 0.00185005]",twist angle at each section (positive decreases angle of attack)
rotorse.ccblade.aoa_op,rad,"[3.14159265 3.14159265 3.14159265 3.14159265 3.14159265 3.14159265
 3.14159265 3.14159265 3.14159265 3.14159265 3.14159265 3.14159265
 3.14159265 3.14159265 3.14159265 3.14159265 3.14159265 3.14159265
 3.14159265 3.14159265 3.14159265 3.14159265 3.14159265 3.14159265
 3.14159265 3.14159265 3.14159265 3.14159265 3.14159265 3.14159265]",1D array with the operational angles of attack for the airfoils along blade span.
rotorse.airfoils_aoa,deg,"[-180.         -177.         -174.         -171.         -168.
 -165.         -162.         -159.         -156.         -153.
 -150.         -147.         -144.         -141.         -138.
 -135.         -132.         -129.         -126.         -123.
 -120.         -117.         -114.         -111.         -108.
 -105.         -102.          -99.          -96.          -93.
  -90.          -87.          -84.          -81.          -78.
  -75.          -72.          -69.          -66.          -63.
  -60.          -57.          -54.          -51.          -48.
  -45.          -42.          -39.          -36.          -33.
  -30.          -29.39393939  -28.78787879  -28.18181818  -27.57575758
  -26.96969697  -26.36363636  -25.75757576  -25.15151515  -24.54545455
  -23.93939394  -23.33333333  -22.72727273  -22.12121212  -21.51515152
  -20.90909091  -20.3030303   -19.6969697   -19.09090909  -18.48484848
  -17.87878788  -17.27272727  -16.66666667  -16.06060606  -15.45454545
  -14.84848485  -14.24242424  -13.63636364  -13.03030303  -12.42424242
  -11.81818182  -11.21212121  -10.60606061  -10.           -9.39393939
   -8.78787879   -8.18181818   -7.57575758   -6.96969697   -6.36363636
   -5.75757576   -5.15151515   -4.54545455   -3.93939394   -3.33333333
   -2.72727273   -2.12121212   -1.51515152   -0.90909091   -0.3030303
    0.3030303     0.90909091    1.51515152    2.12121212    2.72727273
    3.33333333    3.93939394    4.54545455    5.15151515    5.75757576
    6.36363636    6.96969697    7.57575758    8.18181818    8.78787879
    9.39393939   10.           10.60606061   11.21212121   11.81818182
   12.42424242   13.03030303   13.63636364   14.24242424   14.84848485
   15.45454545   16.06060606   16.66666667   17.27272727   17.87878788
   18.48484848   19.09090909   19.6969697    20.3030303    20.90909091
   21.51515152   22.12121212   22.72727273   23.33333333   23.93939394
   24.54545455   25.15151515   25.75757576   26.36363636   26.96969697
   27.57575758   28.18181818   28.78787879   29.39393939   30.
   33.           36.           39.           42.           45.
   48.           51.           54.           57.           60.
   63.           66.           69.           72.           75.
   78.           81.           84.           87.           90.
   93.           96.           99.          102.          105.
  108.          111.          114.          117.          120.
  123.          126.          129.          132.          135.
  138.          141.          144.          147.          150.
  153.          156.          159.          162.          165.
  168.          171.          174.          177.          180.        ]",angle of attack grid for polars
rotorse.airfoils_cl,,"[[[[-3.25260652e-19]]

  [[ 0.00000000e+00]]

  [[-1.04083409e-17]]

  ...

  [[ 4.33680869e-19]]

  [[-6.93889390e-18]]

  [[-3.25260652e-19]]]


 [[[ 3.62864642e-06]]

  [[ 3.27809762e-03]]

  [[ 6.88327980e-03]]

  ...

  [[-7.86986488e-03]]

  [[-4.34718901e-03]]

  [[ 3.62864642e-06]]]


 [[[ 5.54997382e-04]]

  [[ 3.78349529e-02]]

  [[ 7.81653661e-02]]

  ...

  [[-8.85753715e-02]]

  [[-4.86632636e-02]]

  [[ 5.54997382e-04]]]


 ...


 [[[-1.29808326e-03]]

  [[ 2.27043600e-01]]

  [[ 4.51840390e-01]]

  ...

  [[-4.95358408e-01]]

  [[-2.71512793e-01]]

  [[-1.29808326e-03]]]


 [[[-1.29808326e-03]]

  [[ 2.27043600e-01]]

  [[ 4.51840390e-01]]

  ...

  [[-4.95358408e-01]]

  [[-2.71512793e-01]]

  [[-1.29808326e-03]]]


 [[[-1.29808326e-03]]

  [[ 2.27043600e-01]]

  [[ 4.51840390e-01]]

  ...

  [[-4.95358408e-01]]

  [[-2.71512793e-01]]

  [[-1.29808326e-03]]]]","lift coefficients, spanwise"
rotorse.airfoils_cd,,"[[[[0.5       ]]

  [[0.5       ]]

  [[0.5       ]]

  ...

  [[0.5       ]]

  [[0.5       ]]

  [[0.5       ]]]


 [[[0.4900672 ]]

  [[0.48860917]]

  [[0.48784296]]

  ...

  [[0.48853086]]

  [[0.48903354]]

  [[0.4900672 ]]]


 [[[0.3844799 ]]

  [[0.37019691]]

  [[0.36273067]]

  ...

  [[0.3698606 ]]

  [[0.37447855]]

  [[0.3844799 ]]]


 ...


 [[[0.01799703]]

  [[0.03022812]]

  [[0.04946319]]

  ...

  [[0.04774129]]

  [[0.02879544]]

  [[0.01799703]]]


 [[[0.01799703]]

  [[0.03022812]]

  [[0.04946319]]

  ...

  [[0.04774129]]

  [[0.02879544]]

  [[0.01799703]]]


 [[[0.01799703]]

  [[0.03022812]]

  [[0.04946319]]

  ...

  [[0.04774129]]

  [[0.02879544]]

  [[0.01799703]]]]","drag coefficients, spanwise"
rotorse.airfoils_cm,,"[[[[-4.06575815e-20]]

  [[ 9.10729825e-18]]

  [[ 3.46944695e-18]]

  ...

  [[-1.08420217e-17]]

  [[-3.90312782e-18]]

  [[-4.06575815e-20]]]


 [[[ 5.03731484e-06]]

  [[ 1.80737887e-03]]

  [[ 3.50655024e-03]]

  ...

  [[-4.12486639e-03]]

  [[-2.12394533e-03]]

  [[ 5.03731484e-06]]]


 [[[ 6.62817646e-05]]

  [[ 2.02834839e-02]]

  [[ 3.93514303e-02]]

  ...

  [[-4.55711084e-02]]

  [[-2.34524370e-02]]

  [[ 6.62817646e-05]]]


 ...


 [[[-1.16934629e-07]]

  [[ 1.12800272e-01]]

  [[ 2.25800263e-01]]

  ...

  [[-2.25744029e-01]]

  [[-1.12745924e-01]]

  [[-1.16934629e-07]]]


 [[[-1.16934629e-07]]

  [[ 1.12800272e-01]]

  [[ 2.25800263e-01]]

  ...

  [[-2.25744029e-01]]

  [[-1.12745924e-01]]

  [[-1.16934629e-07]]]


 [[[-1.16934629e-07]]

  [[ 1.12800272e-01]]

  [[ 2.25800263e-01]]

  ...

  [[-2.25744029e-01]]

  [[-1.12745924e-01]]

  [[-1.16934629e-07]]]]","moment coefficients, spanwise"
rotorse.airfoils_Re,,[1000000.],Reynolds numbers of polars
rotorse.Rhub,m,[1.5],hub radius
rotorse.Rtip,m,[63.],tip radius
rotorse.ccblade.rthick,,"[1.         0.98964428 0.87254312 0.68480309 0.50177122 0.39873514
 0.36623504 0.34586024 0.33129768 0.31976414 0.30840306 0.29440513
 0.2773373  0.26020528 0.24611865 0.23464382 0.22434731 0.21431102
 0.20287772 0.18938788 0.18061067 0.18       0.18       0.18
 0.18       0.18       0.18       0.18       0.18       0.18      ]",1D array of the relative thicknesses of the blade defined along span.
rotorse.precurve,m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",precurve at each section
rotorse.precurveTip,m,[0.],precurve at tip
rotorse.presweep,m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",presweep at each section
rotorse.presweepTip,m,[0.],presweep at tip
rotorse.hub_height,m,[90.],hub height
rotorse.precone,deg,[2.49981486],precone angle
rotorse.tilt,deg,[4.99962972],shaft tilt
rotorse.yaw,deg,[0.],yaw error
rotorse.rho_air,kg/m**3,[1.225],density of air
rotorse.mu_air,kg/m/s,[1.81e-05],dynamic viscosity of air
rotorse.shearExp,,[0.2],shear exponent
rotorse.nBlades,Unavailable,3,number of blades
rotorse.nSector,Unavailable,4,number of sectors to divide rotor face into in computing thrust and power
rotorse.tiploss,Unavailable,True,include Prandtl tip loss model
rotorse.hubloss,Unavailable,True,include Prandtl hub loss model
rotorse.wakerotation,Unavailable,True,"include effect of wake rotation (i.e., tangential induction factor is nonzero)"
rotorse.usecd,Unavailable,True,use drag coefficient in computing induction factors
rotorse.wt_class.V_mean_overwrite,,[0.],
rotorse.wt_class.turbine_class,Unavailable,I,
rotorse.theta,deg,"[13.30800018 13.30800018 13.30800018 13.30800018 13.30800018 13.15041397
 12.20489669 11.32093113 10.63920698  9.98339663  9.3880518   8.78037942
  8.151414    7.51460371  6.86753471  6.23805187  5.62615517  5.01718962
  4.41046554  3.83977591  3.28994833  2.83317254  2.41627611  2.00453454
  1.59436186  1.18307215  0.77800492  0.3955004   0.17882532  0.10600006]",Twist angle at each section (positive decreases angle of attack)
rotorse.re.pitch_axis,,"[0.5        0.49151228 0.46763951 0.44376674 0.41989397 0.4
 0.4        0.4        0.4        0.4        0.4        0.4
 0.4        0.4        0.4        0.4        0.4        0.4
 0.4        0.4        0.4        0.4        0.4        0.4
 0.4        0.4        0.4        0.4        0.4        0.4       ]","1D array of the chordwise position of the pitch axis (0-LE, 1-TE), defined along blade span."
rotorse.re.coord_xy_interp,,"[[[ 1.00000000e+00  4.33680869e-19]
  [ 9.99310113e-01 -2.24586628e-02]
  [ 9.97715675e-01 -4.48159779e-02]
  ...
  [ 9.97767307e-01  4.41944433e-02]
  [ 9.99327246e-01  2.21465777e-02]
  [ 1.00000000e+00 -6.93889390e-18]]

 [[ 1.00000000e+00 -1.79523317e-04]
  [ 9.98907231e-01 -2.19287005e-02]
  [ 9.96942612e-01 -4.35334724e-02]
  ...
  [ 9.97067481e-01  4.34585243e-02]
  [ 9.98961147e-01  2.18874403e-02]
  [ 1.00000000e+00  1.73653594e-04]]

 [[ 1.00000000e+00 -1.80437969e-03]
  [ 9.94647553e-01 -1.63171224e-02]
  [ 9.88734878e-01 -3.02596019e-02]
  ...
  [ 9.89615253e-01  3.57417519e-02]
  [ 9.95074439e-01  1.90424314e-02]
  [ 1.00000000e+00  1.74538340e-03]]

 ...

 [[ 1.00000000e+00  1.15158179e-04]
  [ 9.76517692e-01  2.75561392e-03]
  [ 9.52834515e-01  4.25516776e-03]
  ...
  [ 9.53598747e-01  1.28938799e-02]
  [ 9.76918075e-01  6.56229716e-03]
  [ 1.00000000e+00  1.15158179e-04]]

 [[ 1.00000000e+00  1.15158179e-04]
  [ 9.76517692e-01  2.75561392e-03]
  [ 9.52834515e-01  4.25516776e-03]
  ...
  [ 9.53598747e-01  1.28938799e-02]
  [ 9.76918075e-01  6.56229716e-03]
  [ 1.00000000e+00  1.15158179e-04]]

 [[ 1.00000000e+00  1.15158179e-04]
  [ 9.76517692e-01  2.75561392e-03]
  [ 9.52834515e-01  4.25516776e-03]
  ...
  [ 9.53598747e-01  1.28938799e-02]
  [ 9.76918075e-01  6.56229716e-03]
  [ 1.00000000e+00  1.15158179e-04]]]",3D array of the non-dimensional x and y airfoil coordinates of the airfoils interpolated along span for n_span stations.
rotorse.re.precomp.uptilt,deg,[4.99962972],Nacelle uptilt angle. A standard machine has positive values.
rotorse.re.precomp.web_start_nd,,"[[0.24012357 0.24131025 0.23997128 0.24837663 0.2727716  0.29178362
  0.29732256 0.30128305 0.30477249 0.3077744  0.31060505 0.31362204
  0.31694221 0.32022513 0.32316134 0.32566608 0.32800255 0.33039706
  0.33300188 0.33573025 0.33833635 0.34066448 0.3431347  0.34581914
  0.34875293 0.35197632 0.35583809 0.36139549 0.38289219 0.39470158]
 [0.18593167 0.18805369 0.18627188 0.19216011 0.21440107 0.23333995
  0.23837137 0.24182167 0.24353599 0.24475822 0.24569421 0.24664547
  0.24769641 0.24847274 0.24857789 0.24812839 0.24740533 0.24653359
  0.24559873 0.24447232 0.24304607 0.24119749 0.23911954 0.23681684
  0.23425769 0.23140128 0.22788972 0.22263995 0.20115129 0.1893015 ]]","2D array of the non-dimensional start point defined along the outer profile of a web. The TE suction side is 0, the TE pressure side is 1. The first dimension represents each web, the second dimension represents each entry along blade span."
