variables,units,values,description
rotorse.rp.cdf.k,,[2.],shape or form factor
rotorse.rp.cdf.xbar,m/s,[11.5],mean value of distribution
rotorse.rp.aep.CDF_V,m/s,"[0.05204538 0.05584081 0.05975754 0.06379394 0.06794833 0.07221897
 0.0766041  0.0811019  0.08571053 0.09042809 0.09525266 0.10018227
 0.10521492 0.11034858 0.11558119 0.12091064 0.12633481 0.13185154
 0.13745866 0.14315396 0.14893521 0.15480015 0.16074652 0.16677202
 0.17287433 0.17905114 0.18530009 0.19161883 0.198005   0.20445621
 0.21097008 0.2175442  0.22417618 0.23086361 0.23760407 0.24439516
 0.25123447 0.25811956 0.26504805 0.27201752 0.27902556 0.28606978
 0.2931478  0.30025723 0.30739571 0.31456087 0.32175037 0.32896188
 0.33619308 0.34344168 0.35070538 0.35798193 0.36526908 0.3725646
 0.3798663  0.387172   0.39447953 0.40178678 0.40909163 0.416392
 0.42368585 0.43097115 0.43824591 0.44550816 0.45275598 0.45998745
 0.46720072 0.47439394 0.4815653  0.48871305 0.49583545 0.50293079
 0.50999741 0.51703368 0.52403802 0.53100885 0.53794467 0.544844
 0.55170539 0.55852744 0.56530878 0.57204808 0.57874405 0.58539544
 0.59200105 0.59855969 0.60507023 0.61153159 0.61794269 0.62430253
 0.63061013 0.63686455 0.64306489 0.64921029 0.65529993 0.66133302
 0.66730881 0.6732266  0.67908571 0.68488552 0.69062542 0.69630486
 0.70192331 0.70748028 0.71297532 0.71840802 0.72377799 0.72908489
 0.7343284  0.73950823 0.74462415 0.74967594 0.75466341 0.75958641
 0.76444483 0.76923856 0.77396755 0.77863177 0.7832312  0.78776589
 0.79223588 0.79664124 0.80098209 0.80525855 0.80947078 0.81361895
 0.81770328 0.82172399 0.82568132 0.82957555 0.83340697 0.83717589
 0.84088264 0.84452758 0.84811108 0.85163352 0.8550953  0.85849686
 0.86183863 0.86512105 0.86834461 0.87150978 0.87461705 0.87766694
 0.88065997 0.88359667 0.88647759 0.88930327 0.89207429 0.89479122
 0.89745464 0.90006514 0.90262332 0.90512979 0.90758516 0.90999005
 0.91234508 0.91465089 0.9169081  0.91911736 0.92127931 0.92339459
 0.92546385 0.92748774 0.92946692 0.93140204 0.93329375 0.93514271
 0.93694957 0.938715   0.94043963 0.94212414 0.94376917 0.94537537
 0.94694339 0.94847388 0.94996749 0.95142485 0.95284661 0.9542334
 0.95558585 0.95690459 0.95819025 0.95944343 0.96066477 0.96185486
 0.96301432 0.96414374 0.96524372 0.96631484 0.96735769 0.96837285
 0.96936088 0.97032236 0.97125784 0.97216787 0.973053   0.97391376
 0.9747507  0.97556434]",cumulative distribution function evaluated at each wind speed
rotorse.rp.aep.P,W,"[   41243.60307708    83195.55035773   130000.03320596   181353.99576397
   236954.38217394   296498.13657807   359682.20311856   426203.52593759
   495759.04917737   568045.71698008   642760.47348792   719600.26284308
   798931.26828929   884468.06549802   976354.58646218  1074019.85080724
  1176892.87815868  1284402.68814198  1395978.30038261  1511048.73450604
  1629043.01013776  1749466.36576606  1875517.72028603  2008554.79025003
  2147775.28372281  2292376.90876912  2441557.37345368  2594514.38584126
  2750511.37809803  2912790.88549539  3082386.28173881  3257714.4180977
  3437192.14584149  3620624.42305484  3811867.92670437  4007706.04648684
  4210249.25894754  4417492.3124522   4632945.52531798  4855778.86035639
  5084187.72794974  5318805.37100995  5560265.03244894  5809199.95517864
  6065795.02420343  6328963.05876013  6598719.64599467  6875188.56384083
  7158493.59023239  7448758.50310314  7746107.08038686  8050663.10001733
  8362480.22250474  8681506.37919846  9007765.39036153  9341282.73050069
  9682083.87412268 10030194.29573421 10385639.46984202 10748444.87095286
 11118635.97357343 11496238.25221049 11914104.03337653 12421968.88495062
 12979434.74067131 13543122.51804487 14069653.13457763 14515647.50777587
 14837726.5551459  14992511.194194   15000001.08981733 15000002.012733
 15000002.704219   15000003.60883789 15000005.2661379  15000008.2464472
 15000012.38528521 15000017.45198859 15000023.21589397 15000029.44633803
 15000035.9126574  15000042.38418876 15000048.63026874 15000054.420234
 15000059.5234212  15000063.70916699 15000066.74680802 15000068.40568095
 15000068.47636275 15000067.02963827 15000064.27463565 15000060.41311954
 15000055.64685457 15000050.1776054  15000044.20713666 15000037.93721301
 15000031.56959908 15000025.30605953 15000019.34835898 15000013.8982621
 15000009.15753352 15000005.32793788 15000002.61123983 15000001.20920402
 15000000.99804154 15000000.8983313  15000000.80482197 15000000.71750902
 15000000.63638792 15000000.56145416 15000000.4927032  15000000.43013053
 15000000.37373162 15000000.32350194 15000000.27943698 15000000.24153221
 15000000.2097831  15000000.18418513 15000000.16473378 15000000.15142453
 15000000.14425284 15000000.35903968 15000003.51670947 15000010.10173066
 15000019.68146271 15000031.82326508 15000046.09449722 15000062.06251859
 15000079.29468866 15000097.35836687 15000115.82091268 15000134.24968556
 15000152.21204495 15000169.27535033 15000185.00696114 15000198.97423684
 15000210.7445369  15000219.88522076 15000225.96364789 15000228.54717774
 15000228.10717441 15000226.2311203  15000223.08466717 15000218.79592752
 15000213.49301384 15000207.30403863 15000200.35711437 15000192.78035355
 15000184.70186867 15000176.24977222 15000167.55217669 15000158.73719457
 15000149.93293835 15000141.26752053 15000132.86905359 15000124.86565003
 15000117.38542234 15000110.55648301 15000104.50694453 15000099.27699053
 15000094.15469291 15000088.97886182 15000083.77759056 15000078.57897244
 15000073.41110078 15000068.30206888 15000063.27997005 15000058.3728976
 15000053.60894484 15000049.01620509 15000044.62277165 15000040.45673783
 15000036.54619695 15000032.91924231 15000029.60396722 15000026.62846499
 15000024.02082894 15000021.80915237 15000020.02152859 15000018.65770048
 15000017.41379167 15000016.20295716 15000015.02851835 15000013.89379665
 15000012.80211348 15000011.75679021 15000010.76114827 15000009.81850906
 15000008.93219399 15000008.10552444 15000007.34182184 15000006.64440759
 15000006.01660308 15000005.46172973 15000004.98310894 15000004.58406212
 15000004.26791066 15000004.03797597 15000003.89757946 15000003.85004254]",power curve (power)
rotorse.rp.aep.lossFactor,,[1.],"multiplicative factor for availability and other losses (soiling, array, etc.)"
rotorse.s,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]","1D array of the non-dimensional spanwise grid defined along blade axis (0-blade root, 1-blade tip)"
rotorse.stall_check.aoa_along_span,deg,"[53.57946346 43.56759917 31.46470765 19.93549998 14.68697776 11.84638338
  9.97861483  8.73772218  8.13828069  7.88087014  7.68578366  7.51535541
  7.4070431   7.31002937  7.21992298  7.18579573  7.1403419   7.09971807
  7.06830196  7.07541696  7.15602326  7.3218613   7.55444525  7.75710874
  7.82380526  7.71515274  7.48908827  7.1026078   6.31634439  7.10928941]",Angle of attack along blade span
rotorse.stall_check.stall_margin,deg,[2.99828814],Minimum margin from the stall angle
rotorse.stall_check.min_s,,[0.25],Minimum nondimensional coordinate along blade span where to define the constraint (blade root typically stalls)
rotorse.rs.aero_gust.V_load,m/s,[19.76016975],
rotorse.rs.Omega_load,rpm,[7.49924093],
rotorse.rs.pitch_load,deg,[4.87890978e-18],
rotorse.rs.aero_gust.azimuth_load,deg,[0.],
rotorse.rs.tot_loads_gust.aeroloads_Px,N/m,"[  385.2262784    479.14097601   857.93981037  1552.2011405
  2431.73299699  3374.01598262  4456.53402038  5413.17166648
  6393.5120994   7285.94025547  7950.47620929  8800.12273561
  9661.57589976 10543.86766705 11205.56766019 11611.63614705
 12750.71413729 14224.59364228 15527.08790293 16471.51057506
 17106.46118708 17452.30159249 17788.44923466 18266.98284979
 18618.03618513 18885.15228307 18819.98906078 18391.09681754
 17289.30196638  4830.79454062]",distributed loads in blade-aligned x-direction
rotorse.rs.tot_loads_gust.aeroloads_Py,N/m,"[   78.16451928    80.57491092  -132.52248752  -714.91876707
 -1351.32099923 -1859.20084746 -2311.84804127 -2595.86675156
 -2882.38523421 -3102.63366297 -3170.83144192 -3320.27924885
 -3465.7303891  -3606.22092655 -3633.20676099 -3554.65336112
 -3758.12872731 -4092.89145986 -4325.53087131 -4391.27144268
 -4380.08357631 -4244.29395442 -4103.1469405  -4054.76708636
 -3980.14484959 -3909.37769973 -3764.63831113 -3527.87240379
 -3096.69509485  -943.79621022]",distributed loads in blade-aligned y-direction
rotorse.rs.tot_loads_gust.aeroloads_Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",distributed loads in blade-aligned z-direction
rotorse.rs.tot_loads_gust.aeroloads_Omega,rpm,[7.49924093],rotor rotation speed
rotorse.rs.tot_loads_gust.aeroloads_pitch,deg,[4.87890978e-18],pitch angle
rotorse.rs.tot_loads_gust.aeroloads_azimuth,deg,[0.],azimuthal angle
rotorse.rs.3d_curv,deg,"[3.50716427 3.40678458 3.25788532 3.23263502 3.34082218 3.58725442
 3.87560524 4.02547368 4.06467813 4.09418143 4.15977367 4.38858615
 4.83524592 5.26257127 5.50703682 5.73261053 6.15241718 6.67184984
 7.05700826 7.262682   7.43038561 7.70237518 8.00777473 8.25084252
 8.45053026 8.68743078 8.96496615 9.24655102 9.49191299 9.59559237]",total cone angle from precone and curvature
rotorse.rs.z_az,m,"[  3.97         8.00448276  12.03896552  16.07344828  20.10793103
  24.14241379  28.17689655  32.21137931  36.24586207  40.28034483
  44.31482759  48.34931034  52.3837931   56.41827586  60.45275862
  64.48724138  68.52172414  72.5562069   76.59068965  80.62517241
  84.65965517  88.69413793  92.72862069  96.76310345 100.79758621
 104.83206896 108.86655172 112.90103448 116.93551724 120.97      ]",location of blade in azimuth z-coordinate system
rotorse.rhoA,kg/m,"[3179.05917167 2608.77688971 1975.38265678 1633.35738945 1158.09844826
  824.98266748  645.48743326  576.56946562  550.29180409  554.21429901
  556.04727883  541.90554472  516.70413864  478.8479631   435.65060158
  395.91294997  361.59548854  326.267077    291.89837803  261.50471395
  236.63846495  208.55113767  174.23446102  139.61302165  100.24455986
   71.97610609   51.1537381    36.66379352   23.72533305    5.40861317]",mass per unit length
rotorse.rs.tot_loads_gust.dynamicFactor,,[1.],a dynamic amplification factor to adjust the static deflection calculation
rotorse.rs.x_az,m,"[ 0.00000000e+00  3.47038875e-02  8.35457789e-02  1.39221829e-01
  1.91620281e-01  2.32058151e-01  2.49748715e-01  2.49576780e-01
  2.46161255e-01  2.40468154e-01  2.32897670e-01  2.17967148e-01
  1.78171719e-01  1.00328504e-01  3.33661701e-04 -1.11956965e-01
 -2.43745733e-01 -4.15231916e-01 -6.20301885e-01 -8.46162280e-01
 -1.08028322e+00 -1.32984337e+00 -1.60241994e+00 -1.89518421e+00
 -2.20216882e+00 -2.52321796e+00 -2.86378033e+00 -3.22419386e+00
 -3.60472885e+00 -4.00000000e+00]",location of blade in azimuth x-coordinate system (prebend)
rotorse.rs.y_az,m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",location of blade in azimuth y-coordinate system (sweep)
rotorse.rs.frame.Px_af,N/m,"[ 2114.67519143  2293.35136803  2566.18868901  3316.13759219
  3990.18493339  4736.5262628   5729.57097781  6689.94921472
  7716.56001117  8697.27014384  9441.74663296 10374.67302774
 11336.6051032  12274.088047   12915.80607181 13289.2446476
 14445.81684669 15931.59948956 17194.71016682 18060.26120358
 18618.61201534 18856.71031511 19012.75482466 19267.97207641
 19329.91087849 19392.73861201 19177.67508298 18649.82990229
 17460.10883026  4873.1166038 ]",distributed load (force per unit length) in airfoil x-direction
rotorse.rs.frame.Py_af,N/m,"[  671.36309028   718.46766328   535.84312992    51.01580448
  -557.42785209 -1058.54122484 -1487.24064037 -1759.94926429
 -2056.90676023 -2319.56359153 -2462.15228461 -2673.12083509
 -2880.61962898 -3090.09302166 -3201.45222472 -3215.38295387
 -3492.37555851 -3900.63268353 -4219.02549404 -4385.32152034
 -4496.49711796 -4519.24352852 -4560.47443398 -4678.67730482
 -4703.78087947 -4647.61369501 -4473.12890512 -4165.73201553
 -3604.51801414 -1049.70216914]",distributed load (force per unit length) in airfoil y-direction
rotorse.rs.frame.Pz_af,N/m,"[-23376.37078089 -12700.68314259  -4706.08233599    166.98945763
   2992.78906989   4176.41764903   4865.73504364   5774.95400474
   6876.87623258   8300.80640527   9706.81234934  10799.29428703
  11567.52829784  11895.73354082  11895.3108766   11784.66514996
  11646.77178303  11301.42376515  10821.52736388  10334.85242319
   9931.72826976   9260.58927784   8159.42710329   6877.31079021
   5181.85776068   3895.00861364   2891.58590088   2160.72899969
   1455.35033875    344.93124696]",distributed load (force per unit length) in airfoil z-direction
rotorse.A,m**2,"[16.33378052 16.33628934 15.42788357 21.17752497 19.3473374  18.63056881
 17.87873436 16.9371807  15.89775494 15.16393326 14.36769408 13.45615542
 12.81465698 12.242401   11.52089105 10.87704305 10.34485452  9.77435335
  9.24554689  8.76324554  8.25635693  7.75791247  7.30817438  6.90507367
  6.49032837  6.04998909  5.58753467  5.10494669  3.96807517  1.04301865]",airfoil cross section material area
rotorse.EA,N,"[4.69266580e+10 3.92700511e+10 3.17145085e+10 2.73170389e+10
 2.36881797e+10 2.19988385e+10 2.19174252e+10 2.24714571e+10
 2.35137737e+10 2.47623801e+10 2.55921672e+10 2.56391872e+10
 2.51103452e+10 2.40601151e+10 2.28116539e+10 2.15964406e+10
 2.04931064e+10 1.93321637e+10 1.81076574e+10 1.68535801e+10
 1.55135674e+10 1.35679876e+10 1.09291252e+10 8.17580162e+09
 5.70942460e+09 4.08097589e+09 2.76797378e+09 1.66651417e+09
 7.86343230e+08 1.29015240e+08]",axial stiffness
rotorse.EIxx,N*m**2,"[1.52444118e+11 1.28168006e+11 9.44278800e+10 7.18326910e+10
 5.49018281e+10 4.53677232e+10 4.16647234e+10 4.15540155e+10
 4.23171400e+10 4.25404232e+10 4.05245124e+10 3.69348038e+10
 3.23815240e+10 2.65815020e+10 2.08445392e+10 1.60213832e+10
 1.22174235e+10 8.77029256e+09 5.85484458e+09 3.80506377e+09
 2.81438124e+09 2.24241167e+09 1.75265180e+09 1.33760374e+09
 7.90988511e+08 5.12658756e+08 3.29731134e+08 2.09160326e+08
 1.07884420e+08 1.92084752e+06]",edgewise stiffness (bending about :ref:`x-axis of airfoil aligned coordinate system <blade_airfoil_coord>`)
rotorse.EIyy,N*m**2,"[1.52498807e+11 1.28793587e+11 8.77422741e+10 5.47616737e+10
 3.60125726e+10 2.91684534e+10 2.42462485e+10 1.92360348e+10
 1.55388299e+10 1.41159478e+10 1.24156716e+10 9.92322988e+09
 8.56191251e+09 7.48114835e+09 5.93614737e+09 4.72590467e+09
 3.92125478e+09 3.08420541e+09 2.47209557e+09 2.00179194e+09
 1.53795649e+09 1.10979657e+09 7.68794187e+08 5.21793356e+08
 3.32507489e+08 2.09422533e+08 1.21232420e+08 5.95806927e+07
 2.22986880e+07 1.88860861e+05]",flapwise stiffness (bending about y-axis of airfoil aligned coordinate system)
rotorse.EIxy,N*m**2,"[ 5.70981068e+07  3.34616722e+09  1.17033777e+10  1.74988365e+10
  1.68411997e+10  1.46229470e+10  1.23691628e+10  1.02351102e+10
  8.26342021e+09  6.83469911e+09  5.45750725e+09  4.03717316e+09
  3.01003357e+09  2.14535039e+09  1.38012985e+09  8.48312301e+08
  5.28435593e+08  2.87357009e+08  1.26246506e+08  3.29482051e+07
 -1.93663349e+07 -5.12574111e+07 -6.57343319e+07 -6.32548054e+07
 -4.29714710e+07 -2.73214805e+07 -1.57353543e+07 -8.01420894e+06
 -3.15105772e+06 -2.73881925e+04]",coupled flap-edge stiffness
rotorse.GJ,N*m**2,"[8.92313976e+10 7.36803501e+10 4.87003622e+10 2.64042684e+10
 1.29039319e+10 6.22656379e+09 2.89280309e+09 1.61156095e+09
 9.42631073e+08 6.72535986e+08 5.25909800e+08 4.08842481e+08
 3.35995670e+08 2.81178591e+08 2.18463863e+08 1.69629018e+08
 1.38774253e+08 1.07054816e+08 8.28334466e+07 6.54150086e+07
 5.02553606e+07 3.96172042e+07 3.30717357e+07 2.93787789e+07
 2.19511099e+07 1.38603637e+07 8.98746157e+06 6.50198567e+06
 4.25732469e+06 6.65842003e+04]",torsional stiffness (about axial z-direction of airfoil aligned coordinate system)
rotorse.rhoJ,kg*m,"[2.06605526e+04 1.70737631e+04 1.13928456e+04 7.47092913e+03
 4.67093293e+03 3.19812312e+03 2.42524146e+03 2.09228718e+03
 1.88129563e+03 1.76935114e+03 1.61881232e+03 1.42674773e+03
 1.24389661e+03 1.04083143e+03 8.32054082e+02 6.55918456e+02
 5.16108270e+02 3.85027952e+02 2.71572540e+02 1.86501813e+02
 1.38278996e+02 1.07555282e+02 8.32714316e+01 6.42512817e+01
 3.88408528e+01 2.43611564e+01 1.54895020e+01 1.05778824e+01
 6.64208101e+00 1.15334620e-01]",polar mass moment of inertia per unit length
rotorse.x_ec,m,"[ 2.16840434e-16 -7.80625564e-17  1.11022302e-16  1.39275479e-04
 -5.17770307e-05 -3.17335579e-04 -3.42368665e-04 -2.51192993e-04
 -2.32717084e-04 -2.23744949e-04 -1.64228226e-04 -1.34093328e-04
 -1.04681315e-04 -7.60821870e-05 -4.80797600e-05 -3.19759166e-05
 -1.60333925e-05 -7.35830591e-06 -1.54791801e-06 -8.37628857e-07
 -5.55783805e-08  9.18035171e-07  1.92249448e-06  3.80836561e-06
  4.60886877e-06  5.39553284e-06  7.09697882e-06  1.25207559e-05
  2.60208521e-17  1.38777878e-17]",x-distance to elastic center from point about which above structural properties are computed (airfoil aligned coordinate system)
rotorse.y_ec,m,"[-7.28583860e-17 -8.32667268e-17 -2.49800181e-16  7.02233637e-03
  2.12823654e-03 -3.69488082e-04 -1.56401263e-03 -2.08821523e-03
 -2.28041110e-03 -2.23839844e-03 -2.05744398e-03 -1.79015767e-03
 -1.56563713e-03 -1.30499619e-03 -1.00785590e-03 -7.59640769e-04
 -5.82706203e-04 -4.00722461e-04 -2.46190586e-04 -1.33881333e-04
 -8.87168952e-05 -8.55790348e-05 -1.04172109e-04 -1.41944701e-04
 -1.69510004e-04 -1.89252597e-04 -2.38163303e-04 -3.99341739e-04
  2.77555756e-17  2.77555756e-17]",y-distance to elastic center from point about which above structural properties are computed
rotorse.rs.strains.EI11,N*m**2,"[1.52408154e+11 1.25120042e+11 7.89136605e+10 4.38272570e+10
 2.61484420e+10 2.05517888e+10 1.78277921e+10 1.52530064e+10
 1.31941455e+10 1.25579327e+10 1.13932503e+10 9.33273861e+09
 8.18742829e+09 7.24314823e+09 5.80945971e+09 4.66255011e+09
 3.88773082e+09 3.06972018e+09 2.46739051e+09 2.00119013e+09
 1.53766272e+09 1.10748160e+09 7.64421721e+08 5.16917957e+08
 3.28514727e+08 2.06980542e+08 1.20051564e+08 5.91525311e+07
 2.21828306e+07 1.88427875e+05]",stiffness w.r.t principal axis 1
rotorse.rs.strains.EI22,N*m**2,"[1.52534771e+11 1.31841552e+11 1.03256494e+11 8.27657601e+10
 6.47658514e+10 5.39843825e+10 4.80831237e+10 4.55369445e+10
 4.46617009e+10 4.40983130e+10 4.15468246e+10 3.75252124e+10
 3.27559464e+10 2.68194610e+10 2.09712036e+10 1.60847253e+10
 1.22509405e+10 8.78477467e+09 5.85954855e+09 3.80566527e+09
 2.81467488e+09 2.24472653e+09 1.75702415e+09 1.34247897e+09
 7.94981109e+08 5.15100600e+08 3.30911833e+08 2.09588222e+08
 1.08000277e+08 1.92128051e+06]",stiffness w.r.t principal axis 2
rotorse.rs.strains.alpha,deg,"[57.7950301  47.67016527 37.02960876 31.99987362 30.35810976 30.50898729
 27.42516844 21.26368654 15.84091328 12.84153431 10.61092875  8.32128582
  7.09184531  6.33037714  5.24471383  4.27109662  3.62998063  2.88574976
  2.13436037  1.04640556 -0.86904377 -2.58592072 -3.80555113 -4.40739032
 -5.3084859  -5.10751921 -4.2917058  -3.05813812 -2.10569045 -0.90572577]",Angle between blade c.s. and principal axes
rotorse.rs.strains.M1,N*m,"[-5.82055900e+07 -5.47575457e+07 -6.44700709e+07 -6.87877470e+07
 -6.77829692e+07 -6.44717345e+07 -6.12635419e+07 -5.89179554e+07
 -5.59679896e+07 -5.19269972e+07 -4.74260434e+07 -4.28822930e+07
 -3.84126236e+07 -3.41119916e+07 -3.00145474e+07 -2.61282813e+07
 -2.24760594e+07 -1.90705155e+07 -1.59228338e+07 -1.30432364e+07
 -1.04265714e+07 -8.08959729e+06 -6.05749226e+06 -4.33412303e+06
 -2.90612155e+06 -1.77280409e+06 -9.28558547e+05 -3.61042411e+05
 -6.45566851e+04  3.67264136e+00]",distribution along blade span of bending moment w.r.t principal axis 1
rotorse.rs.strains.M2,N*m,"[ 8.42975617e+07  7.95159907e+07  6.37978397e+07  4.97824541e+07
  4.09629617e+07  3.54644674e+07  2.96935788e+07  2.14828961e+07
  1.31691629e+07  7.38000118e+06  3.83230419e+06  1.22054965e+06
 -4.93251185e+05 -1.33880777e+06 -1.90183114e+06 -2.31369593e+06
 -2.45178595e+06 -2.41761137e+06 -2.30612133e+06 -2.16322837e+06
 -2.06427407e+06 -1.92308362e+06 -1.65524338e+06 -1.29464411e+06
 -9.26227565e+05 -5.79405408e+05 -2.92658246e+05 -1.05915054e+05
 -1.76772662e+04  1.88686974e-01]",distribution along blade span of bending moment w.r.t principal axis 2
rotorse.rs.strains.F3,N,"[ 6.68915373e+05  7.41691478e+05  7.76805116e+05  7.85961559e+05
  7.79587525e+05  7.65125510e+05  7.46885311e+05  7.25420479e+05
  6.99898692e+05  6.69281649e+05  6.32955946e+05  5.91590194e+05
  5.46470929e+05  4.99139881e+05  4.51147619e+05  4.03379405e+05
  3.56112554e+05  3.09820519e+05  2.65193200e+05  2.22515690e+05
  1.81633115e+05  1.42917592e+05  1.07777226e+05  7.74445050e+04
  5.31182598e+04  3.48080353e+04  2.11178398e+04  1.09261041e+04
  3.63160146e+03 -2.88764568e-11]",axial resultant along blade span
rotorse.xu_spar,,"[2.22410659 2.27661094 2.0750764  1.71944703 1.41064681 1.25802296
 1.1213287  0.98095757 0.86861728 0.826891   0.76897034 0.70028915
 0.66343907 0.640176   0.58949613 0.54479456 0.50847705 0.46567716
 0.43389026 0.40450793 0.37182651 0.33989332 0.31473889 0.29809989
 0.28065234 0.26189927 0.24200639 0.22152533 0.2003822  0.05213748]",x-position of midpoint of spar cap on upper surface for strain calculation
rotorse.xl_spar,,"[-2.24727256 -2.20072645 -2.11163754 -1.9409152  -1.64704548 -1.4587357
 -1.29549607 -1.13359057 -1.00780984 -0.94066321 -0.87373052 -0.78464229
 -0.73208123 -0.69360531 -0.62743921 -0.57058288 -0.5278672  -0.47732822
 -0.44026052 -0.40758684 -0.37234384 -0.33853699 -0.31163866 -0.29404749
 -0.27705453 -0.25891111 -0.23956654 -0.21904151 -0.1969429  -0.05135426]",x-position of midpoint of spar cap on lower surface for strain calculation
rotorse.yu_spar,,"[ 1.34564396  1.23097712  0.98630881  0.56389155  0.18712244 -0.03263084
 -0.16290582 -0.26342588 -0.35033143 -0.40131484 -0.42107879 -0.42645761
 -0.40514421 -0.35900463 -0.30648409 -0.25497956 -0.20814682 -0.15839628
 -0.10947565 -0.07198034 -0.05796482 -0.05685439 -0.06069957 -0.06776289
 -0.06393959 -0.05704464 -0.05345673 -0.06095134 -0.08709528 -0.03077061]",y-position of midpoint of spar cap on upper surface for strain calculation
rotorse.yl_spar,,"[-1.30694852 -1.3887435  -1.24942779 -1.10987003 -0.99024735 -0.92734733
 -0.84469537 -0.78038966 -0.7418667  -0.71088207 -0.66336017 -0.60670296
 -0.54502927 -0.46765804 -0.38486789 -0.30966726 -0.24460021 -0.17977177
 -0.11916028 -0.07223421 -0.0488045  -0.03767656 -0.03191866 -0.03169107
 -0.02502584 -0.02019749 -0.02035942 -0.03271448 -0.06489112 -0.02610425]",y-position of midpoint of spar cap on lower surface for strain calculation
rotorse.xu_te,,"[ 0.00895021 -0.01015133 -0.13096032 -0.16842593 -0.19979192 -0.17723258
 -0.1665418  -0.20570495 -0.21258698 -0.16614287 -0.12338627 -0.11666408
 -0.09945058 -0.07428092 -0.05748971 -0.04470057 -0.03344128 -0.02813716
 -0.02523313 -0.02257443 -0.0217434  -0.01995945 -0.01444774 -0.00611802
 -0.00138973 -0.00061862 -0.00116866 -0.00244452 -0.00448969 -0.00241425]",x-position of midpoint of trailing-edge panel on upper surface for strain calculation
rotorse.xl_te,,"[ 0.00895021 -0.01015133 -0.13096032 -0.16842593 -0.19979192 -0.17723258
 -0.1665418  -0.20570495 -0.21258698 -0.16614287 -0.12338627 -0.11666408
 -0.09945058 -0.07428092 -0.05748971 -0.04470057 -0.03344128 -0.02813716
 -0.02523313 -0.02257443 -0.0217434  -0.01995945 -0.01444774 -0.00611802
 -0.00138973 -0.00061862 -0.00116866 -0.00244452 -0.00448969 -0.00241425]",x-position of midpoint of trailing-edge panel on lower surface for strain calculation
rotorse.yu_te,,"[-2.59984676 -2.60960073 -2.53693235 -2.52938709 -2.55675272 -2.53157055
 -2.4549147  -2.37574359 -2.29420834 -2.1974493  -2.08441621 -1.97378945
 -1.85424138 -1.71657728 -1.57987867 -1.45555779 -1.34844261 -1.24635574
 -1.15333045 -1.07762782 -1.02668868 -0.98943092 -0.95761616 -0.9279141
 -0.88712363 -0.84387407 -0.80216012 -0.76842799 -0.7512835  -0.21274918]",y-position of midpoint of trailing-edge panel on upper surface for strain calculation
rotorse.yl_te,,"[-2.59984676 -2.60960073 -2.53693235 -2.52938709 -2.55675272 -2.53157055
 -2.4549147  -2.37574359 -2.29420834 -2.1974493  -2.08441621 -1.97378945
 -1.85424138 -1.71657728 -1.57987867 -1.45555779 -1.34844261 -1.24635574
 -1.15333045 -1.07762782 -1.02668868 -0.98943092 -0.95761616 -0.9279141
 -0.88712363 -0.84387407 -0.80216012 -0.76842799 -0.7512835  -0.21274918]",y-position of midpoint of trailing-edge panel on lower surface for strain calculation
rotorse.rs.tip_pos.dx_tip,m,[26.49928491],deflection at tip in blade x-direction
rotorse.rs.tip_pos.dy_tip,m,[-5.79885521],deflection at tip in blade y-direction
rotorse.rs.tip_pos.dz_tip,m,[-0.00217324],deflection at tip in blade z-direction
rotorse.rs.tip_pos.3d_curv_tip,deg,[9.59559237],total coning angle including precone and curvature
rotorse.rs.tip_pos.dynamicFactor,,[1.],a dynamic amplification factor to adjust the static deflection calculation
rotorse.rs.aero_hub_loads.V_load,m/s,[19.76016975],
rotorse.rs.aero_hub_loads.nSector,Unavailable,4,
rotorse.rs.constr.strainU_spar,,"[-1.46846791e-03 -1.80657512e-03 -2.15122240e-03 -2.68409844e-03
 -3.49613446e-03 -3.88791882e-03 -3.94184696e-03 -3.98451594e-03
 -3.95059162e-03 -3.69479283e-03 -3.46858995e-03 -3.48006093e-03
 -3.35007348e-03 -3.21801797e-03 -3.22018910e-03 -3.20030751e-03
 -3.06244538e-03 -2.99198325e-03 -2.87573853e-03 -2.69451774e-03
 -2.57337727e-03 -2.53381442e-03 -2.54325373e-03 -2.54509914e-03
 -2.53347209e-03 -2.28945037e-03 -1.90643843e-03 -1.37361215e-03
 -5.93516732e-04  1.00970508e-06]","strain in spar cap on upper surface at location xu,yu_strain with loads P_strain"
