variables,units,values,description
high_level_tower_props.tower_ref_axis,m,"[[ 0.  0.  0.]
 [ 0.  0. 45.]
 [ 0.  0. 90.]]","2D array of the coordinates (x,y,z) of the tower reference axis. The coordinate system is the global coordinate system of OpenFAST: it is placed at tower base with x pointing downwind, y pointing on the side and z pointing vertically upwards. A standard tower configuration will have zero x and y values and positive z values."
high_level_tower_props.hub_height,m,[90.],"Height of the hub in the global reference system, i.e. distance rotor center to ground."
tower_grid.s,,[0.  0.5 1. ],"1D array of the non-dimensional grid defined along the tower axis (0-tower base, 1-tower top)"
tower_grid.height,m,[90.],Scalar of the tower height computed along the z axis.
tower_grid.length,m,[90.],Scalar of the tower length computed along its curved axis. A standard straight tower will be as high as long.
tower_grid.foundation_height,m,[0.],Foundation height in respect to the ground level.
towerse.sigma_ult,Pa,[1.12e+09 1.12e+09],
towerse.wohler_exp,,[1. 1.],
towerse.wohler_A,,[2.16e+09 2.16e+09],
towerse.z_start,m,[0.],
towerse.height_constraint,m,[0.],
towerse.unit_cost_full,USD/kg,[0.7 0.7 0.7 0.7 0.7 0.7],
towerse.outfitting_full,,[1.07 1.07 1.07 1.07 1.07 1.07],
towerse.sec_loc,,[0. 1.],normalized sectional location
towerse.str_tw,deg,[0. 0.],structural twist of section
towerse.tw_iner,deg,[0. 0.],inertial twist of section
towerse.mass_den,kg/m,[3510.69996926 2366.7802451 ],sectional mass per unit length
towerse.foreaft_iner,kg*m,[12150.37082662  5309.07295975],sectional fore-aft intertia per unit length about the Y_G inertia axis
towerse.sideside_iner,kg*m,[12150.37082662  5309.07295975],sectional side-side intertia per unit length about the Y_G inertia axis
towerse.foreaft_stff,N*m**2,[3.11547970e+11 1.36130076e+11],sectional fore-aft bending stiffness per unit length about the Y_E elastic axis
towerse.sideside_stff,N*m**2,[3.11547970e+11 1.36130076e+11],sectional side-side bending stiffness per unit length about the Y_E elastic axis
towerse.tor_stff,N*m**2,[2.4705754e+11 1.0795115e+11],sectional torsional stiffness
towerse.axial_stff,N,[8.41289233e+10 5.67165168e+10],sectional axial stiffness
towerse.cg_offst,m,[0. 0.],offset from the sectional center of mass
towerse.sc_offst,m,[0. 0.],offset from the sectional shear center
towerse.tc_offst,m,[0. 0.],offset from the sectional tension center
towerse.axial_load2stress,m**2,"[[0.         0.         2.37730369 1.75494644 1.75494644 0.        ]
 [0.         0.         3.52630964 3.23403919 3.23403919 0.        ]]",
towerse.shear_load2stress,m**2,"[[3.90738716 3.90738716 0.         0.         0.         0.87747322]
 [5.79544339 5.79544339 0.         0.         0.         1.61701959]]",
towerse.cm.cost,USD,[781256.20935999],
towerse.cm.mass,kg,"[56095.15336979 52660.49953887 49225.84570795 38377.87720971
 35501.70367651 32625.5301433 ]",
towerse.cm.center_of_mass,m,[39.81558198],
towerse.cm.section_center_of_mass,m,[ 7.42346367 22.41847177 37.41278327 52.40632059 67.39873114 82.38980357],
towerse.cm.I_base,kg*m**2,"[5.92405408e+08 5.92405408e+08 1.70009364e+06 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",
towerse.structural_cost,USD,[781256.20935999],
towerse.structural_mass,kg,[264486.60964614],
towerse.tower_cost,USD,[781256.20935999],
towerse.tower_section_center_of_mass,m,[ 7.42346367 22.41847177 37.41278327 52.40632059 67.39873114 82.38980357],
towerse.monopile_cost,USD,[0.],
towerse.constr_d_to_t,,[222.25609756 213.71359223],
towerse.constr_taper,,[0.8225     0.78419453],
towerse.slope,,[0.8225     0.78419453],
towerse.turbine_mass,kg,[550085.40964614],
towerse.turb.turbine_center_of_mass,m,[-0.58771071  0.         66.13496524],
towerse.turb.turbine_I_base,kg*m**2,"[3.04691414e+09 2.95438482e+09 2.08257940e+07 0.00000000e+00
 2.97643835e+07 0.00000000e+00]",
towerse.wind1.wind.U,m/s,"[ 0.          8.20235752  9.42203459 10.21793054 10.82307563 11.31703596
 11.73732   ]",
towerse.wind1.windLoads.windLoads_Px,N/m,"[  0.         143.91455247 182.00745621 200.40117732 207.58001213
 207.0892654  200.80448402]",
towerse.wind1.windLoads.windLoads_Py,N/m,[0. 0. 0. 0. 0. 0. 0.],
towerse.wind1.windLoads.windLoads_Pz,N/m,[0. 0. 0. 0. 0. 0. 0.],
towerse.wind1.windLoads.windLoads_qdyn,N/m**2,"[ 0.         41.20818467 54.37452566 63.94873899 71.74761675 78.44612305
 84.38086698]",
towerse.wind1.windLoads.windLoads_z,m,[ 0. 15. 30. 45. 60. 75. 90.],
towerse.wind1.windLoads.windLoads_beta,deg,[0.],
towerse.wind1.Px,N/m,"[  0.         143.91455247 182.00745621 200.40117732 207.58001213
 207.0892654  200.80448402]",
towerse.wind1.Py,N/m,[0. 0. 0. 0. 0. 0. 0.],
towerse.wind1.Pz,N/m,[0. 0. 0. 0. 0. 0. 0.],
towerse.wind1.qdyn,N/m**2,"[ 0.         41.20818467 54.37452566 63.94873899 71.74761675 78.44612305
 84.38086698]",
towerse.pre1.kidx,,[0.],
towerse.pre1.kx,N/m,[1.e+30],
towerse.pre1.ky,N/m,[1.e+30],
towerse.pre1.kz,N/m,[1.e+30],
towerse.pre1.ktx,N/m,[1.e+30],
towerse.pre1.kty,N/m,[1.e+30],
towerse.pre1.ktz,N/m,[1.e+30],
towerse.pre1.midx,,[0. 0.],
towerse.pre1.m,kg,[0. 0.],
towerse.pre1.mIxx,kg*m**2,[0. 0.],
towerse.pre1.mIyy,kg*m**2,[0. 0.],
towerse.pre1.mIzz,kg*m**2,[0. 0.],
towerse.pre1.mIxy,kg*m**2,[0. 0.],
towerse.pre1.mIxz,kg*m**2,[0. 0.],
towerse.pre1.mIyz,kg*m**2,[0. 0.],
towerse.pre1.mrhox,m,[0. 0.],
towerse.pre1.mrhoy,m,[0. 0.],
towerse.pre1.mrhoz,m,[0. 0.],
towerse.pre1.plidx,,[6.],
towerse.pre1.Fx,N,[1284744.19620519],
towerse.pre1.Fy,N,[0.],
towerse.pre1.Fz,N,[-2914124.84400512],
towerse.pre1.Mxx,N*m,[3963732.76208099],
towerse.pre1.Myy,N*m,[-2275104.79420872],
towerse.pre1.Mzz,N*m,[-346781.68192839],
towerse.tower1.mass,kg,[247183.75305176],
towerse.tower1.f1,Hz,[0.81194183],
towerse.tower1.f2,Hz,[0.81194183],
towerse.tower1.structural_frequencies,Hz,[ 0.81194183  0.81194183  3.9386072   3.9386072  10.07482195 10.07482195],
towerse.tower1.fore_aft_modes,,"[[ -694.52387033   439.49541483  -599.51083647   546.44664629
   -161.46000435]
 [ 3635.78109837 -5248.28054228   414.73687081  -415.59609799
   1134.99399096]
 [   21.18336517   -49.08418747   -35.00130772   133.17503814
    -69.27290813]]",
towerse.tower1.side_side_modes,,"[[ 1.47911820e+00 -9.35987508e-01  1.27677021e+00 -1.16376012e+00
   3.43859212e-01]
 [ 3.63578110e+03 -5.24828054e+03  4.14736871e+02 -4.15596098e+02
   1.13499399e+03]
 [ 2.11833652e+01 -4.90841875e+01 -3.50013077e+01  1.33175038e+02
  -6.92729081e+01]]",
towerse.tower1.torsion_modes,,"[[ -5241.31538366  21911.08635681 -41293.21680391  36244.19336385
  -11943.21750911]
 [     0.              0.              0.              0.
       0.        ]
 [     0.              0.              0.              0.
       0.        ]]",
towerse.tower1.fore_aft_freqs,Hz,[ 0.81194183  3.9386072  10.07482195],
towerse.tower1.side_side_freqs,Hz,[ 0.81194183  3.9386072  10.07482195],
towerse.tower1.torsion_freqs,Hz,[16.18759757  0.          0.        ],
towerse.tower1.tower_deflection,m,"[0.         0.03435065 0.13353898 0.29559743 0.52094122 0.80227513
 1.11663871]",
towerse.tower1.top_deflection,m,[1.11663871],
towerse.tower1.tower_Fz,N,"[-4823989.69476293 -4341367.04737713 -3890222.28747334 -3538496.94016818
 -3213131.10772285 -2914124.84400512]",
towerse.tower1.tower_Vx,N,"[1299875.75853731 1298437.83238762 1296410.41760161 1293554.94365519
 1290852.58703642 1287872.82480219]",
towerse.tower1.tower_Vy,N,"[ -21.57866356  -64.92582031 -111.27665198 -140.15659701 -195.62393722
 -255.99725174]",
towerse.tower1.tower_Mxx,N*m,"[4208224.21456513 4188763.17993241 4156648.27929725 4110154.97488558
 4046346.23956353 3963838.93213111]",
towerse.tower1.tower_Myy,N*m,"[98707433.00935763 78757573.71849778 58623141.33619165 38360711.62718912
 18026497.85002521 -2274933.02644998]",
towerse.tower1.tower_Mzz,N*m,"[-346833.78680758 -346831.83953472 -346829.97072149 -346837.18481354
 -346836.25652757 -346835.60703262]",
towerse.tower1.base_F,N,[ 1.30095512e+06 -2.15786636e+01 -5.33809023e+06],
towerse.tower1.base_M,N*m,[ 4.21494581e+06  1.18390783e+08 -3.46833787e+05],
towerse.post1.axial_stress,N/m**2,"[1.41993763e+08 1.28089922e+08 1.08176742e+08 9.51896650e+07
 4.84185466e+07 6.32641986e+06]",
towerse.post1.shear_stress,N/m**2,"[5036859.01886458 5377834.97039205 5766641.54030073 7415757.77881451
 8041904.19916683 8784613.76690724]",
towerse.post1.hoop_stress,N/m**2,"[-2428.05827129 -5287.06437045 -6118.05831509 -7800.72897465
 -7987.06248128 -7957.37871556]",
towerse.post1.hoop_stress_euro,N/m**2,[0. 0. 0. 0. 0. 0.],
towerse.post1.constr_stress,,[0.7236843  0.65332186 0.55264654 0.48863376 0.2563119  0.08383179],
towerse.post1.constr_shell_buckling,,[0.05907509 0.05346361 0.04824409 0.06246363 0.05691162 0.05216774],
towerse.post1.constr_global_buckling,,[1.25375246 1.14794934 0.99758115 0.95168427 0.5999748  0.28545079],
towerse.post1.turbine_F,N,[0. 0. 0.],Total force on tower+rna
towerse.post1.turbine_M,N*m,[0. 0. 0.],Total x-moment on tower+rna measured at base
towerse.wind2.wind.U,m/s,"[ 0.         48.91789831 56.19190932 60.93853943 64.5475538  67.49347528
 70.        ]",
towerse.wind2.windLoads.windLoads_Px,N/m,"[   0.         6506.04721914 8326.99081083 9189.92845355 9486.83534284
 9404.47282605 9059.01871719]",
towerse.wind2.windLoads.windLoads_Py,N/m,[0. 0. 0. 0. 0. 0. 0.],
towerse.wind2.windLoads.windLoads_Pz,N/m,[0. 0. 0. 0. 0. 0. 0.],
towerse.wind2.windLoads.windLoads_qdyn,N/m**2,"[   0.         1465.68847497 1933.98753745 2274.52217262 2551.911855
 2790.16363831 3001.25      ]",
towerse.wind2.windLoads.windLoads_z,m,[ 0. 15. 30. 45. 60. 75. 90.],
towerse.wind2.windLoads.windLoads_beta,deg,[0.],
towerse.wind2.Px,N/m,"[   0.         6506.04721914 8326.99081083 9189.92845355 9486.83534284
 9404.47282605 9059.01871719]",
towerse.wind2.Py,N/m,[0. 0. 0. 0. 0. 0. 0.],
towerse.wind2.Pz,N/m,[0. 0. 0. 0. 0. 0. 0.],
towerse.wind2.qdyn,N/m**2,"[   0.         1465.68847497 1933.98753745 2274.52217262 2551.911855
 2790.16363831 3001.25      ]",
towerse.pre2.kidx,,[0.],
towerse.pre2.kx,N/m,[1.e+30],
towerse.pre2.ky,N/m,[1.e+30],
towerse.pre2.kz,N/m,[1.e+30],
towerse.pre2.ktx,N/m,[1.e+30],
towerse.pre2.kty,N/m,[1.e+30],
towerse.pre2.ktz,N/m,[1.e+30],
towerse.pre2.midx,,[0. 0.],
towerse.pre2.m,kg,[0. 0.],
towerse.pre2.mIxx,kg*m**2,[0. 0.],
towerse.pre2.mIyy,kg*m**2,[0. 0.],
towerse.pre2.mIzz,kg*m**2,[0. 0.],
towerse.pre2.mIxy,kg*m**2,[0. 0.],
towerse.pre2.mIxz,kg*m**2,[0. 0.],
towerse.pre2.mIyz,kg*m**2,[0. 0.],
towerse.pre2.mrhox,m,[0. 0.],
towerse.pre2.mrhoy,m,[0. 0.],
towerse.pre2.mrhoz,m,[0. 0.],
towerse.pre2.plidx,,[6.],
towerse.pre2.Fx,N,[930198.60063279],
towerse.pre2.Fy,N,[0.],
towerse.pre2.Fz,N,[-2883106.12368949],
towerse.pre2.Mxx,N*m,[-1683669.22411597],
towerse.pre2.Myy,N*m,[-2522475.34625363],
towerse.pre2.Mzz,N*m,[147301.97023764],
towerse.tower2.mass,kg,[247183.75305176],
towerse.tower2.f1,Hz,[0.81208597],
towerse.tower2.f2,Hz,[0.81208597],
towerse.tower2.structural_frequencies,Hz,[ 0.81208597  0.81208597  3.93879019  3.93879019 10.07498513 10.07498513],
towerse.tower2.fore_aft_modes,,"[[-694.68301814  439.71809288 -599.78410838  546.75505569 -161.59161221]
 [  -7.60059656   10.97166699   -0.86631754    0.8671653    -2.37191818]
 [  21.18364655  -49.08662821  -34.99569267  133.17025168  -69.27157735]]",
towerse.tower2.side_side_modes,,"[[ 1.47935335e+00 -9.36396052e-01  1.27726259e+00 -1.16433525e+00
   3.44115355e-01]
 [ 3.60567555e+03 -5.20489032e+03  4.10975631e+02 -4.11377802e+02
   1.12522318e+03]
 [ 2.11836465e+01 -4.90866282e+01 -3.49956927e+01  1.33170252e+02
  -6.92715773e+01]]",
towerse.tower2.torsion_modes,,"[[ -5241.31538366  21911.08635678 -41293.21680387  36244.19336381
  -11943.2175091 ]
 [     0.              0.              0.              0.
       0.        ]
 [     0.              0.              0.              0.
       0.        ]]",
towerse.tower2.fore_aft_freqs,Hz,[ 0.81208597  3.93879019 10.07498513],
towerse.tower2.side_side_freqs,Hz,[ 0.81208597  3.93879019 10.07498513],
towerse.tower2.torsion_freqs,Hz,[16.18759757  0.          0.        ],
towerse.tower2.tower_deflection,m,"[0.         0.03497055 0.13346507 0.29035782 0.50250536 0.76025519
 1.04230094]",
towerse.tower2.top_deflection,m,[1.04230094],
towerse.tower2.tower_Fz,N,"[-4792970.9744473  -4310348.3270615  -3859203.56715771 -3507478.21985255
 -3182112.38740722 -2883106.12368949]",
towerse.tower2.tower_Vx,N,"[1593661.36821729 1483398.99201751 1352797.05197392 1212849.31410918
 1071472.56783509  933011.7192273 ]",
towerse.tower2.tower_Vy,N,"[  9.1610907   27.56404976  47.24287408  59.50568158  83.05909886
 108.70032991]",
towerse.tower2.tower_Mxx,N*m,"[-1786592.73034655 -1778383.75455932 -1764846.7066714  -1745264.66568749
 -1718409.92568538 -1683714.31755636]",
towerse.tower2.tower_Myy,N*m,"[96887650.777551   73319791.50762036 51385423.97381373 31355156.17051904
 13359970.73098426 -2522365.19703433]",
towerse.tower2.tower_Mzz,N*m,"[147323.97412689 147323.13859865 147322.33522704 147325.35810823
 147324.94857077 147324.65476922]",
towerse.tower2.base_F,N,[ 1.64245672e+06  9.16109070e+00 -5.30707151e+06],
towerse.tower2.base_M,N*m,[-1.78942976e+06  1.21457106e+08  1.47323974e+05],
towerse.post2.axial_stress,N/m**2,"[1.39136077e+08 1.18463144e+08 9.34801558e+07 7.54368222e+07
 3.23414964e+07 5.55079844e+05]",
towerse.post2.shear_stress,N/m**2,"[5960399.89356888 5925486.28314588 5801898.5819498  6707042.23193574
 6447885.95601675 6164995.66240946]",
towerse.post2.hoop_stress,N/m**2,"[ -86360.92692097 -188049.76186991 -217606.46904335 -277455.52603691
 -284083.01704035 -283027.22791374]",
towerse.post2.hoop_stress_euro,N/m**2,[0. 0. 0. 0. 0. 0.],
towerse.post2.constr_stress,,[0.70994398 0.60535131 0.47882057 0.38896676 0.17474021 0.0544487 ],
towerse.post2.constr_shell_buckling,,[0.06587846 0.06742223 0.06443125 0.08563307 0.08097031 0.07619312],
towerse.post2.constr_global_buckling,,[1.25935546 1.09824393 0.90428745 0.81382768 0.48112186 0.24004025],
towerse.post2.turbine_F,N,[0. 0. 0.],Total force on tower+rna
towerse.post2.turbine_M,N*m,[0. 0. 0.],Total x-moment on tower+rna measured at base
