variables,units,values,description
blade.internal_structure_2d_fem.layer_start_nd_yaml,,"[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]]","2D array of the non-dimensional start point defined along the outer profile of a layer. The TE suction side is 0, the TE pressure side is 1. The first dimension represents each layer, the second dimension represents each entry along blade span."
blade.internal_structure_2d_fem.layer_end_nd_yaml,,"[[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
  1. 1. 1. 1. 1. 1.]
 [1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
  1. 1. 1. 1. 1. 1.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
  1. 1. 1. 1. 1. 1.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
  1. 1. 1. 1. 1. 1.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]]","2D array of the non-dimensional end point defined along the outer profile of a layer. The TE suction side is 0, the TE pressure side is 1. The first dimension represents each layer, the second dimension represents each entry along blade span."
blade.internal_structure_2d_fem.coord_xy_dim,m,"[[[ 2.25000000e+00 -2.35261029e-15]
  [ 2.24743358e+00 -1.00168833e-01]
  [ 2.24128358e+00 -2.00061157e-01]
  ...
  [ 2.24154220e+00  1.97277562e-01]
  [ 2.24749367e+00  9.87734313e-02]
  [ 2.25000000e+00 -2.36822281e-15]]

 [[ 2.43656536e+00 -2.17529866e-03]
  [ 2.42937633e+00 -1.04006795e-01]
  [ 2.41874797e+00 -2.08010061e-01]
  ...
  [ 2.42144877e+00  2.05977317e-01]
  [ 2.43081845e+00  1.04174936e-01]
  [ 2.43656536e+00  1.42520366e-03]]

 [[ 2.64469192e+00 -1.86340131e-02]
  [ 2.59933940e+00 -1.02838653e-01]
  [ 2.55269278e+00 -2.05476916e-01]
  ...
  [ 2.57504941e+00  2.14724420e-01]
  [ 2.61186327e+00  1.16793694e-01]
  [ 2.64469192e+00  1.37021694e-02]]

 ...

 [[ 7.41422176e-01  3.25952421e-04]
  [ 7.15139351e-01  3.02444411e-03]
  [ 6.88846264e-01  4.98852953e-03]
  ...
  [ 6.89374821e-01  1.05802200e-02]
  [ 7.15376688e-01  5.42431758e-03]
  [ 7.41422176e-01  3.25952421e-04]]

 [[ 5.61618138e-01  6.27661085e-05]
  [ 5.41689469e-01  2.46609207e-03]
  [ 5.21701808e-01  4.13317098e-03]
  ...
  [ 5.21962785e-01  8.96818845e-03]
  [ 5.41784378e-01  4.51966861e-03]
  [ 5.61618138e-01  6.27661085e-05]]

 [[ 3.82060611e-01  1.02183870e-06]
  [ 3.68545509e-01  1.82420518e-03]
  [ 3.54921610e-01  3.03082499e-03]
  ...
  [ 3.54814844e-01  7.09159625e-03]
  [ 3.68441720e-01  3.57739522e-03]
  [ 3.82060611e-01  1.02183870e-06]]]",3D array of the dimensional x and y airfoil coordinates of the airfoils interpolated along span for n_span stations. The origin is placed at the pitch axis.
blade.internal_structure_2d_fem.twist,rad,"[0.3491     0.31105948 0.2741952  0.23903777 0.20611779 0.17596588
 0.14911265 0.12608869 0.10742463 0.09365107 0.0850443  0.07861348
 0.07319896 0.0686045  0.06463386 0.06109082 0.05777912 0.05450255
 0.05106487 0.04726983 0.04307129 0.03885162 0.03464479 0.03045085
 0.02626985 0.02210187 0.01794696 0.01380518 0.0096766  0.00556127]",1D array of the twist values defined along blade span. The twist is defined positive for negative rotations around the z axis (the same as in BeamDyn).
blade.internal_structure_2d_fem.chord,m,"[4.5        4.69004549 4.84092705 4.9571636  5.04327404 5.10377729
 5.14319228 5.1660379  5.17683309 5.18009675 5.17532795 5.10454555
 4.96080816 4.7579433  4.50977853 4.23014138 3.93285939 3.63176011
 3.34067107 3.07341982 2.83317381 2.59273039 2.34971617 2.10416739
 1.85612028 1.60561108 1.35267604 1.09735138 0.83967334 0.57967817]",1D array of the chord values defined along blade span.
blade.internal_structure_2d_fem.pitch_axis,,"[0.5        0.48048151 0.45368069 0.42215292 0.39016863 0.36109781
 0.33657864 0.31774445 0.30469414 0.29546256 0.28902922 0.28487869
 0.28260393 0.28186269 0.28215374 0.28321285 0.28475635 0.28602485
 0.28667073 0.2883851  0.29123895 0.2949975  0.29935265 0.30368433
 0.30802038 0.31302237 0.31852838 0.32435299 0.33114688 0.34090909]","1D array of the chordwise position of the pitch axis (0-LE, 1-TE), defined along blade span."
blade.internal_structure_2d_fem.layer_side,Unavailable,"['', '', 'suction', 'pressure', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",1D array setting whether the layer is on the suction or pressure side. This entry is only used if definition_layer is equal to 1 or 2.
blade.internal_structure_2d_fem.definition_web,Unavailable,[1. 1.],1D array of flags identifying how webs are specified in the yaml. 1) offset+rotation=twist 2) offset+rotation
blade.internal_structure_2d_fem.definition_layer,Unavailable,[ 9.  9.  2.  2.  5.  7.  8.  6.  6.  6.  6.  9. 10. 10. 10. 10. 10. 10.],"1D array of flags identifying how layers are specified in the yaml. 1) all around (skin, paint, ) 2) offset+rotation twist+width (spar caps) 3) offset+user defined rotation+width 4) midpoint TE+width (TE reinf) 5) midpoint LE+width (LE reinf) 6) layer position fixed to other layer (core fillers) 7) start and width 8) end and width 9) start and end nd 10) web layer"
blade.internal_structure_2d_fem.index_layer_start,Unavailable,[0. 0. 0. 0. 0. 0. 0. 5. 2. 4. 3. 0. 0. 0. 0. 0. 0. 0.],Index used to fix a layer to another
blade.internal_structure_2d_fem.index_layer_end,Unavailable,[0. 0. 0. 0. 0. 0. 0. 2. 4. 3. 6. 0. 0. 0. 0. 0. 0. 0.],Index used to fix a layer to another
blade.ps.s,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]","1D array of the non-dimensional spanwise grid defined along blade axis (0-blade root, 1-blade tip)"
blade.ps.layer_thickness_original,m,"[[0.001      0.001      0.001      0.001      0.001      0.001
  0.001      0.001      0.001      0.001      0.001      0.001
  0.001      0.001      0.001      0.001      0.001      0.001
  0.001      0.001      0.001      0.001      0.001      0.001
  0.001      0.001      0.001      0.001      0.001      0.001     ]
 [0.03757    0.03049818 0.02419641 0.01869038 0.01400579 0.01016833
  0.00720369 0.00513757 0.00399567 0.00374108 0.00367803 0.00361498
  0.00355192 0.00348887 0.00342581 0.00336276 0.0032997  0.00323665
  0.0031736  0.00311054 0.00304749 0.00298443 0.00292138 0.00285833
  0.00279527 0.00273222 0.00266916 0.00260611 0.00254305 0.00254305]
 [0.         0.01783144 0.03359829 0.04738845 0.05928979 0.06939019
  0.07777752 0.08453966 0.0897645  0.09353991 0.09595376 0.09709394
  0.09704832 0.09590479 0.09375121 0.09067548 0.08676546 0.08210904
  0.07679409 0.07090849 0.06454012 0.05777686 0.05070658 0.04341717
  0.03599649 0.02853244 0.02111289 0.01382571 0.00675879 0.00675879]
 [0.         0.01868061 0.03513571 0.04946432 0.06176545 0.07213812
  0.08068137 0.0874942  0.09267564 0.09632471 0.09854042 0.09942181
  0.09906789 0.09757768 0.09505021 0.09158448 0.08727953 0.08223438
  0.07654804 0.07031953 0.06364789 0.05663212 0.04937124 0.04196429
  0.03451027 0.02710821 0.01985714 0.01285606 0.00620401 0.00620401]
 [0.         0.         0.00668397 0.00955813 0.01213029 0.0144079
  0.01639836 0.0181091  0.01954754 0.02072111 0.02163722 0.02230331
  0.0227268  0.02291509 0.02287563 0.02261584 0.02214312 0.02146492
  0.02058864 0.01952172 0.01827158 0.01684564 0.01525131 0.01349604
  0.01158723 0.00953231 0.0073387  0.00501384 0.00256513 0.00256513]
 [0.         0.         0.01576979 0.02228877 0.02794736 0.03
  0.03       0.03       0.03       0.03       0.03       0.03
  0.03       0.03       0.03       0.03       0.02       0.01
  0.01       0.01       0.005      0.005      0.005      0.004
  0.001      0.001      0.001      0.001      0.         0.        ]
 [0.         0.         0.01576979 0.02228877 0.02794736 0.03
  0.03       0.03       0.03       0.03       0.03       0.03
  0.03       0.03       0.03       0.03       0.02       0.01
  0.01       0.01       0.005      0.005      0.005      0.004
  0.001      0.001      0.001      0.001      0.         0.        ]
 [0.         0.         0.01912545 0.0271272  0.03413941 0.04020043
  0.04534861 0.04962228 0.0530598  0.0556995  0.05757972 0.05873882
  0.05921512 0.05       0.045      0.045      0.04       0.04
  0.04       0.04       0.035      0.035      0.03       0.025
  0.02       0.015      0.01       0.01       0.005      0.00526463]
 [0.         0.         0.01076328 0.01550119 0.01981465 0.02370717
  0.02718228 0.03024349 0.03289432 0.0351383  0.03697895 0.03841979
  0.03946433 0.04011609 0.04037861 0.0402554  0.03974997 0.03886585
  0.03760656 0.03597563 0.03397656 0.03161288 0.02888812 0.02580578
  0.0223694  0.0185825  0.01444858 0.00997118 0.00515381 0.00515381]
 [0.         0.         0.01370047 0.01983361 0.02548416 0.03064875
  0.03532397 0.03950646 0.0431928  0.04637963 0.04906355 0.05124118
  0.05290912 0.05406399 0.0547024  0.05482097 0.0544163  0.05348501
  0.05202371 0.05002902 0.04749754 0.04442589 0.04081068 0.03664852
  0.03193603 0.02666982 0.0208465  0.01446268 0.00751498 0.00751498]
 [0.         0.         0.01928178 0.02745964 0.03470235 0.04104002
  0.04650281 0.05112086 0.0549243  0.05794328 0.06020793 0.06174839
  0.055      0.055      0.055      0.055      0.045      0.045
  0.04       0.04       0.04       0.04       0.035      0.03
  0.025      0.02       0.015      0.01       0.005      0.005     ]
 [0.04408    0.03336345 0.02458908 0.01758019 0.01216004 0.00815192
  0.00537911 0.0036649  0.00283256 0.00267335 0.00265118 0.00262901
  0.00260685 0.00258468 0.00256251 0.00254034 0.00251818 0.00249601
  0.00247384 0.00245167 0.00242951 0.00240734 0.00238517 0.002
  0.002      0.00231867 0.0022965  0.00227433 0.00225217 0.00225217]
 [0.         0.         0.         0.002      0.002      0.002
  0.002      0.002      0.002      0.002      0.002      0.002
  0.002      0.001      0.001      0.001      0.001      0.001
  0.001      0.001      0.001      0.001      0.001      0.001
  0.001      0.001      0.001      0.001      0.         0.        ]
 [0.         0.         0.         0.04657897 0.04478862 0.04299828
  0.04120793 0.03941759 0.03762724 0.0358369  0.03404655 0.03225621
  0.03046586 0.02867552 0.02688517 0.02509483 0.02330448 0.02151414
  0.01972379 0.01793345 0.0161431  0.01435276 0.01256241 0.01077207
  0.00898172 0.00719138 0.00540103 0.00361069 0.         0.        ]
 [0.         0.         0.         0.002      0.002      0.002
  0.002      0.002      0.002      0.002      0.002      0.002
  0.002      0.001      0.001      0.001      0.001      0.001
  0.001      0.001      0.001      0.001      0.001      0.001
  0.001      0.001      0.001      0.001      0.         0.        ]
 [0.         0.         0.         0.002      0.002      0.002
  0.002      0.002      0.002      0.002      0.002      0.002
  0.002      0.001      0.001      0.001      0.001      0.001
  0.001      0.001      0.001      0.001      0.001      0.001
  0.001      0.001      0.001      0.001      0.         0.        ]
 [0.         0.         0.         0.04657897 0.04478862 0.04299828
  0.04120793 0.03941759 0.03762724 0.0358369  0.03404655 0.03225621
  0.03046586 0.02867552 0.02688517 0.02509483 0.02330448 0.02151414
  0.01972379 0.01793345 0.0161431  0.01435276 0.01256241 0.01077207
  0.00898172 0.00719138 0.00540103 0.00361069 0.         0.        ]
 [0.         0.         0.         0.002      0.002      0.002
  0.002      0.002      0.002      0.002      0.002      0.002
  0.002      0.001      0.001      0.001      0.001      0.001
  0.001      0.001      0.001      0.001      0.001      0.001
  0.001      0.001      0.001      0.001      0.         0.        ]]","2D array of the thickness of the layers of the blade structure. The first dimension represents each layer, the second dimension represents each entry along blade span."
blade.ps.s_opt_spar_cap_ss,,[0.         0.33333333 0.66666667 1.        ],1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade spar cap suction side
blade.ps.spar_cap_ss_opt,m,[0.         0.09522418 0.06877984 0.00675879],1D array of the the blade spanwise distribution of the spar caps suction side being optimized
blade.ps.s_opt_spar_cap_ps,,[0.         0.33333333 0.66666667 1.        ],1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade spar cap pressure side
blade.ps.spar_cap_ps_opt,m,[0.         0.09514914 0.0687857  0.00675879],1D array of the the blade spanwise distribution of the spar caps pressure side being optimized
blade.ps.s_opt_te_ss,,[0.         0.33333333 0.66666667 1.        ],1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade trailing edge suction side
blade.ps.te_ss_opt,m,[0.         0.0299957  0.00833103 0.        ],1D array of the the blade spanwise distribution of the trailing edges suction side being optimized
blade.ps.s_opt_te_ps,,[0.         0.33333333 0.66666667 1.        ],1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade trailing edge pressure side
blade.ps.te_ps_opt,m,[0.         0.03       0.00833333 0.        ],1D array of the the blade spanwise distribution of the trailing edges pressure side being optimized
high_level_tower_props.tower_ref_axis_user,m,"[[  0.    0.    0. ]
 [  0.    0.   13.7]
 [  0.    0.   27.4]
 [  0.    0.   41.1]
 [  0.    0.   54.8]
 [  0.    0.   68.5]
 [  0.    0.   82.2]
 [  0.    0.   95.9]
 [  0.    0.  109.6]
 [  0.    0.  123.3]
 [  0.    0.  137. ]]","2D array of the coordinates (x,y,z) of the tower reference axis. The coordinate system is the global coordinate system of OpenFAST: it is placed at tower base with x pointing downwind, y pointing on the side and z pointing vertically upwards. A standard tower configuration will have zero x and y values and positive z values."
high_level_tower_props.distance_tt_hub,m,[3.],Vertical distance from tower top to hub center.
high_level_tower_props.hub_height_user,m,[140.],Height of the hub specified by the user.
high_level_tower_props.rotor_diameter,m,[203.79922077],Diameter of the rotor used in WISDEM. It is defined as two times the blade length plus the hub diameter.
af_3d.aoa,rad,"[-3.14159265 -3.08923278 -3.0368729  -2.98451302 -2.93215314 -2.87979327
 -2.82743339 -2.77507351 -2.72271363 -2.67035376 -2.61799388 -2.565634
 -2.51327412 -2.46091425 -2.40855437 -2.35619449 -2.30383461 -2.25147474
 -2.19911486 -2.14675498 -2.0943951  -2.04203522 -1.98967535 -1.93731547
 -1.88495559 -1.83259571 -1.78023584 -1.72787596 -1.67551608 -1.6231562
 -1.57079633 -1.51843645 -1.46607657 -1.41371669 -1.36135682 -1.30899694
 -1.25663706 -1.20427718 -1.15191731 -1.09955743 -1.04719755 -0.99483767
 -0.9424778  -0.89011792 -0.83775804 -0.78539816 -0.73303829 -0.68067841
 -0.62831853 -0.57595865 -0.52359878 -0.51302102 -0.50244327 -0.49186552
 -0.48128776 -0.47071001 -0.46013226 -0.4495545  -0.43897675 -0.428399
 -0.41782125 -0.40724349 -0.39666574 -0.38608799 -0.37551023 -0.36493248
 -0.35435473 -0.34377697 -0.33319922 -0.32262147 -0.31204371 -0.30146596
 -0.29088821 -0.28031046 -0.2697327  -0.25915495 -0.2485772  -0.23799944
 -0.22742169 -0.21684394 -0.20626618 -0.19568843 -0.18511068 -0.17453293
 -0.16395517 -0.15337742 -0.14279967 -0.13222191 -0.12164416 -0.11106641
 -0.10048865 -0.0899109  -0.07933315 -0.06875539 -0.05817764 -0.04759989
 -0.03702214 -0.02644438 -0.01586663 -0.00528888  0.00528888  0.01586663
  0.02644438  0.03702214  0.04759989  0.05817764  0.06875539  0.07933315
  0.0899109   0.10048865  0.11106641  0.12164416  0.13222191  0.14279967
  0.15337742  0.16395517  0.17453293  0.18511068  0.19568843  0.20626618
  0.21684394  0.22742169  0.23799944  0.2485772   0.25915495  0.2697327
  0.28031046  0.29088821  0.30146596  0.31204371  0.32262147  0.33319922
  0.34377697  0.35435473  0.36493248  0.37551023  0.38608799  0.39666574
  0.40724349  0.41782125  0.428399    0.43897675  0.4495545   0.46013226
  0.47071001  0.48128776  0.49186552  0.50244327  0.51302102  0.52359878
  0.57595865  0.62831853  0.68067841  0.73303829  0.78539816  0.83775804
  0.89011792  0.9424778   0.99483767  1.04719755  1.09955743  1.15191731
  1.20427718  1.25663706  1.30899694  1.36135682  1.41371669  1.46607657
  1.51843645  1.57079633  1.6231562   1.67551608  1.72787596  1.78023584
  1.83259571  1.88495559  1.93731547  1.98967535  2.04203522  2.0943951
  2.14675498  2.19911486  2.25147474  2.30383461  2.35619449  2.40855437
  2.46091425  2.51327412  2.565634    2.61799388  2.67035376  2.72271363
  2.77507351  2.82743339  2.87979327  2.93215314  2.98451302  3.0368729
  3.08923278  3.14159265]",1D array of the angles of attack used to define the polars of the airfoils. All airfoils defined in openmdao share this grid.
af_3d.Re,,[ 2890000.  3000000.  5280000.  7740000.  9110000. 10300000. 12020000.],1D array of the Reynolds numbers used to define the polars of the airfoils. All airfoils defined in openmdao share this grid.
