variables,units,values,description
towerse.tower2.midx,,[9. 0.],
towerse.tower2.m,kg,[100000.      0.],
towerse.tower2.mIxx,kg*m**2,[340838.73325851      0.        ],
towerse.tower2.mIyy,kg*m**2,[340838.73325851      0.        ],
towerse.tower2.mIzz,kg*m**2,[681677.46651702      0.        ],
towerse.tower2.mIxy,kg*m**2,[0. 0.],
towerse.tower2.mIxz,kg*m**2,[0. 0.],
towerse.tower2.mIyz,kg*m**2,[0. 0.],
towerse.tower2.mrhox,m,[0. 0.],
towerse.tower2.mrhoy,m,[0. 0.],
towerse.tower2.mrhoz,m,[0. 0.],
towerse.tower2.plidx,,[15.],
towerse.tower2.Fx,N,[930198.60063279],
towerse.tower2.Fy,N,[0.],
towerse.tower2.Fz,N,[-2883106.12368949],
towerse.tower2.Mxx,N*m,[-1683669.22411597],
towerse.tower2.Myy,N*m,[-2522475.34625363],
towerse.tower2.Mzz,N*m,[147301.97023764],
towerse.tower2.Px,N/m,"[    0.             0.             0.           950.58615344
  1188.73437701  2302.55957182  5230.72222442  6246.8238721
  7388.36985728  8166.97406492  9033.27734123  9122.60660596
  8867.71640222  9522.25816975 10067.53045845 10539.27132022]",
towerse.tower2.Py,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.tower2.Pz,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.post2.tower_Fz,N,"[-10206883.46105708  -9632515.88355726  -9058147.74742862
  -8464810.06927219  -7895172.15450817  -7349233.95525413
  -7176294.36669939  -7003354.73026219  -6830415.06190342
  -5382583.87611356  -4944167.11471745  -4534531.8055231
  -3984056.62629226  -3433581.41102614  -2883106.12368948]",
towerse.post2.tower_Vx,N,"[ -402068.91020336 -2558151.28716038 -7999633.76516875  1804545.15666321
  1787840.27867633  1750865.57405647  1730413.78791323  1707766.10462521
  1681914.37176092  1584238.38528414  1479362.63213005  1375323.04420811
  1239252.12060601  1092458.23125265   937646.81299695]",
towerse.post2.tower_Vy,N,"[-4.12137201e+03 -2.64133049e+04 -8.56379665e+04  7.22493615e+00
  1.56848413e+01  2.45093789e+01  9.93924192e+00  1.11028140e+01
  1.22644278e+01  4.21420908e+01  5.49013945e+01  6.86317681e+01
  1.21949312e+02  1.55494155e+02  1.88393684e+02]",
towerse.post2.tower_Mxx,N*m,"[  -14913.78879468  -169942.83658581 -1220862.21572483 -1851270.4566252
 -1846609.55821777 -1839521.35876752 -1836697.44830851 -1833625.96965752
 -1830314.905988   -1818071.50660782 -1802415.50933851 -1783175.10473211
 -1752960.48671747 -1719083.66018714 -1683710.01158681]",
towerse.post2.tower_Myy,N*m,"[ 1.48017233e+06  1.70470628e+07  1.19972226e+08  1.65385488e+08
  1.46987538e+08  1.28661770e+08  1.22624447e+08  1.16641507e+08
  1.10726189e+08  9.08401134e+07  7.20113182e+07  5.43003209e+07
  3.30712010e+07  1.40528710e+07 -2.52236821e+06]",
towerse.post2.tower_Mzz,N*m,"[ 20909.52321968  47290.66931244  86047.08271278 147323.66415021
 147323.08649935 147322.52039555 147322.09923795 147321.62550087
 147321.15176865 147322.63638961 147322.23416286 147321.89139868
 147319.58854662 147317.44952462 147315.31056264]",
towerse.post2.qdyn,N/m**2,"[     0.              0.              0.         311498.54869554
 212283.10666939 116053.60352768  24131.35174114   1552.49217624
   1783.34520899   1933.98753745   2256.34342849   2459.01041514
   2610.94170717   2766.52469223   2893.38487241   3001.25      ]",
tcc.blade_mass,kg,[0.],
tcc.blade_mass_cost_coeff,USD/kg,[14.6],
tcc.blade_cost_external,USD,[0.],
tcc.hub_mass,kg,[0.],
tcc.hub_mass_cost_coeff,USD/kg,[3.9],
tcc.pitch_system_mass,kg,[0.],
tcc.pitch_system_mass_cost_coeff,USD/kg,[22.1],
tcc.spinner_mass,kg,[0.],
tcc.spinner_mass_cost_coeff,USD/kg,[11.1],
tcc.hub_cost,USD,[0.],
tcc.pitch_system_cost,USD,[0.],
tcc.spinner_cost,USD,[0.],
tcc.hub_assemblyCostMultiplier,,[0.],
tcc.hub_overheadCostMultiplier,,[0.],
tcc.hub_profitMultiplier,,[0.],
tcc.hub_transportMultiplier,,[0.],
tcc.blade_cost,USD,[0.],
tcc.hub_system_cost,USD,[0.],
tcc.hub_system_mass_tcc,kg,[0.],
tcc.blade_number,Unavailable,3,
tcc.lss_mass,kg,[0.],
tcc.lss_mass_cost_coeff,USD/kg,[11.9],
tcc.main_bearing_mass,kg,[0.],
tcc.bearing_mass_cost_coeff,USD/kg,[4.5],
tcc.gearbox_mass,kg,[0.],
tcc.gearbox_mass_cost_coeff,USD/kg,[12.9],
tcc.hss_mass,kg,[0.],
tcc.hss_mass_cost_coeff,USD/kg,[6.8],
tcc.brake_mass,kg,[0.],
tcc.brake_mass_cost_coeff,USD/kg,[3.6254],
tcc.generator_mass,kg,[0.],
tcc.generator_mass_cost_coeff,USD/kg,[12.4],
tcc.generator_cost_external,USD,[0.],
tcc.bedplate_mass,kg,[0.],
tcc.bedplate_mass_cost_coeff,USD/kg,[2.9],
tcc.yaw_mass,kg,[0.],
tcc.yaw_mass_cost_coeff,USD/kg,[8.3],
tcc.hvac_mass,kg,[0.],
tcc.hvac_mass_cost_coeff,USD/kg,[124.],
tcc.machine_rating,kW,[5000.],
tcc.controls_machine_rating_cost_coeff,USD/kW,[21.15],
tcc.converter_mass,kg,[0.],
tcc.converter_mass_cost_coeff,USD/kg,[18.8],
tcc.elec_connec_machine_rating_cost_coeff,USD/kW,[41.85],
tcc.cover_mass,kg,[0.],
tcc.cover_mass_cost_coeff,USD/kg,[5.7],
tcc.platforms_mass,kg,[0.],
tcc.platforms_mass_cost_coeff,USD/kg,[17.1],
tcc.crane_cost,USD,[12000.],
tcc.crane,Unavailable,False,
tcc.transformer_mass,kg,[0.],
tcc.transformer_mass_cost_coeff,USD/kg,[18.8],
tcc.lss_cost,USD,[0.],
tcc.main_bearing_cost,USD,[0.],
tcc.gearbox_cost,USD,[0.],
tcc.hss_cost,USD,[0.],
tcc.brake_cost,USD,[0.],
tcc.generator_cost,USD,[0.],
tcc.bedplate_cost,USD,[0.],
tcc.yaw_system_cost,USD,[0.],
tcc.converter_cost,USD,[0.],
tcc.hvac_cost,USD,[0.],
tcc.cover_cost,USD,[0.],
tcc.elec_cost,USD,[209250.],
tcc.controls_cost,USD,[105750.],
tcc.platforms_cost,USD,[0.],
tcc.transformer_cost,USD,[0.],
tcc.nacelle_assemblyCostMultiplier,,[0.],
tcc.nacelle_overheadCostMultiplier,,[0.],
tcc.nacelle_profitMultiplier,,[0.],
tcc.nacelle_transportMultiplier,,[0.],
tcc.main_bearing_number,Unavailable,2,
tcc.tower_mass,kg,[854791.79310076],
tcc.tower_mass_cost_coeff,USD/kg,[2.9],
tcc.tower_cost_external,USD,[2098517.30284753],
tcc.tower_parts_cost,USD,[2098517.30284753],
tcc.tower_assemblyCostMultiplier,,[0.],
tcc.tower_overheadCostMultiplier,,[0.],
tcc.tower_profitMultiplier,,[0.],
tcc.tower_transportMultiplier,,[0.],
tcc.rotor_cost,USD,[0.],
tcc.rotor_mass_tcc,kg,[0.],
tcc.nacelle_cost,USD,[315000.],
tcc.nacelle_mass_tcc,kg,[0.],
tcc.tower_cost,USD,[2098517.30284753],
tcc.turbine_assemblyCostMultiplier,,[0.],
tcc.turbine_overheadCostMultiplier,,[0.],
tcc.turbine_profitMultiplier,,[0.],
tcc.turbine_transportMultiplier,,[0.],
tcc.turbine_cost,USD,[2413517.30284753],
tcc.turbine_cost_kW,USD/kW,[482.70346057],
tcc.turbine_mass_tcc,kg,[854791.79310076],
materials.E,Pa,[[2.e+11 2.e+11 2.e+11]],"2D array of the Youngs moduli of the materials. Each row represents a material, the three columns represent E11, E22 and E33."
materials.G,Pa,[[7.93e+10 7.93e+10 7.93e+10]],"2D array of the shear moduli of the materials. Each row represents a material, the three columns represent G12, G13 and G23."
materials.nu,,[[0.265 0.265 0.265]],"2D array of the Poisson ratio of the materials. Each row represents a material, the three columns represent nu12, nu13 and nu23."
materials.Xt,Pa,[[1.12e+09 1.12e+09 1.12e+09]],"2D array of the Ultimate Tensile Strength (UTS) of the materials. Each row represents a material, the three columns represent Xt12, Xt13 and Xt23."
materials.Xc,Pa,[[2.16e+09 2.16e+09 2.16e+09]],"2D array of the Ultimate Compressive Strength (UCS) of the materials. Each row represents a material, the three columns represent Xc12, Xc13 and Xc23."
materials.sigma_y,Pa,[3.45e+08],Yield stress of the material (in the principle direction for composites).
materials.wohler_exp,,[1.],Exponent of S-N Wohler fatigue curve in the form of S = A*N^-(1/m).
materials.wohler_intercept,,[2.16e+09],"Stress-intercept (A) of S-N Wohler fatigue curve in the form of S = A*N^-(1/m), taken as ultimate stress unless otherwise specified."
materials.unit_cost,USD/kg,[0.7],1D array of the unit costs of the materials.
materials.waste,,[0.],1D array of the non-dimensional waste fraction of the materials.
materials.roll_mass,kg,[0.],1D array of the roll mass of the composite fabrics. Non-composite materials are kept at 0.
materials.orth,Unavailable,[0.],1D array of flags to set whether a material is isotropic (0) or orthtropic (1). Each entry represents a material.
materials.ply_t,m,[0.],1D array of the ply thicknesses of the materials. Non-composite materials are kept at 0.
materials.fvf,,[0.],1D array of the non-dimensional fiber volume fraction of the composite materials. Non-composite materials are kept at 0.
materials.fwf,,[0.],1D array of the non-dimensional fiber weight- fraction of the composite materials. Non-composite materials are kept at 0.
configuration.rated_power,W,[5000000.],Electrical rated power of the generator.
configuration.lifetime,year,[25.],Turbine design lifetime.
configuration.rotor_diameter_user,m,[126.],Diameter of the rotor specified by the user. It is defined as two times the blade length plus the hub diameter.
configuration.hub_height_user,m,[90.],Height of the hub center over the ground (land-based) or the mean sea level (offshore) specified by the user.
configuration.ws_class,Unavailable,I,"IEC wind turbine class. I - offshore, II coastal, III - land-based, IV - low wind speed site."
configuration.turb_class,Unavailable,B,"IEC wind turbine category. A - high turbulence intensity (land-based), B - mid turbulence, C - low turbulence (offshore)."
configuration.gearbox_type,Unavailable,geared,"Gearbox configuration (geared, direct-drive, etc.)."
configuration.rotor_orientation,Unavailable,upwind,"Rotor orientation, either upwind or downwind."
configuration.upwind,Unavailable,True,Convenient boolean for upwind (True) or downwind (False).
configuration.n_blades,Unavailable,3,Number of blades of the rotor.
tower.ref_axis,m,"[[ 0.   0.  10. ]
 [ 0.   0.  43.8]
 [ 0.   0.  87.6]]","2D array of the coordinates (x,y,z) of the tower reference axis. The coordinate system is the global coordinate system of OpenFAST: it is placed at tower base with x pointing downwind, y pointing on the side and z pointing vertically upwards. A standard tower configuration will have zero x and y values and positive z values."
tower.diameter,m,[6.         4.291536   4.29153703],1D array of the outer diameter values defined along the tower axis.
tower.cd,,[1. 1. 1.],1D array of the drag coefficients defined along the tower height.
tower.layer_thickness,m,[[0.02844821 0.03806179 0.03346309]],"2D array of the thickness of the layers of the tower structure. The first dimension represents each layer, the second dimension represents each piecewise-constant entry of the tower sections."
tower.outfitting_factor,,[1.07],Multiplier that accounts for secondary structure mass inside of tower
tower.layer_name,Unavailable,['tower_wall'],1D array of the names of the layers modeled in the tower structure.
tower.layer_mat,Unavailable,['steel'],1D array of the names of the materials of each layer modeled in the tower structure.
monopile.diameter,m,[5.91119572 5.9112122  5.22178742 5.22179075],1D array of the outer diameter values defined along the tower axis.
monopile.layer_thickness,m,[[0.05131423 0.04654097 0.03929257 0.04406708]],"2D array of the thickness of the layers of the tower structure. The first dimension represents each layer, the second dimension represents each piecewise-constant entry of the tower sections."
monopile.outfitting_factor,,[1.07],Multiplier that accounts for secondary structure mass inside of tower
monopile.transition_piece_mass,kg,[100000.],point mass of transition piece
monopile.transition_piece_cost,USD,[100000.],cost of transition piece
monopile.gravity_foundation_mass,kg,[0.],extra mass of gravity foundation
monopile.layer_name,Unavailable,['tower_wall'],1D array of the names of the layers modeled in the tower structure.
monopile.layer_mat,Unavailable,['steel'],1D array of the names of the materials of each layer modeled in the tower structure.
monopile.s,,[0.         0.38461538 0.84615385 1.        ],"1D array of the non-dimensional grid defined along the tower axis (0-tower base, 1-tower top)"
monopile.height,m,[65.],Scalar of the tower height computed along the z axis.
monopile.length,m,[65.],Scalar of the tower length computed along its curved axis. A standard straight tower will be as high as long.
monopile.foundation_height,m,[-55.],Foundation height in respect to the ground level.
env.rho_air,kg/m**3,[1.225],Density of air
env.mu_air,kg/m/s,[1.81e-05],Dynamic viscosity of air
env.shear_exp,,[0.1],Shear exponent of the wind.
env.speed_sound_air,m/s,[340.],Speed of sound in air.
env.weibull_k,,[2.],Shape parameter of the Weibull probability density function of the wind.
env.rho_water,kg/m**3,[1025.],Density of ocean water
env.mu_water,kg/m/s,[0.0013351],Dynamic viscosity of ocean water
env.water_depth,m,[30.],Water depth for analysis.  Values > 0 mean offshore
env.Hsig_wave,m,[4.52],Significant wave height
env.Tsig_wave,s,[9.45],Significant wave period
env.G_soil,N/m**2,[1.4e+08],Shear stress of soil
env.nu_soil,,[0.4],Poisson ratio of soil
costs.offset_tcc_per_kW,USD/kW,[0.],Offset to turbine capital cost
costs.bos_per_kW,USD/kW,[0.],Balance of station/plant capital cost
costs.opex_per_kW,USD/kW/year,[0.],Average annual operational expenditures of the turbine
costs.wake_loss_factor,,[0.15],The losses in AEP due to waked conditions
costs.fixed_charge_rate,,[0.075],Fixed charge rate for coe calculation
costs.labor_rate,USD/h,[58.8],
costs.painting_rate,USD/m**2,[30.],
costs.blade_mass_cost_coeff,USD/kg,[14.6],
costs.hub_mass_cost_coeff,USD/kg,[3.9],
costs.pitch_system_mass_cost_coeff,USD/kg,[22.1],
costs.spinner_mass_cost_coeff,USD/kg,[11.1],
costs.lss_mass_cost_coeff,USD/kg,[11.9],
costs.bearing_mass_cost_coeff,USD/kg,[4.5],
costs.gearbox_mass_cost_coeff,USD/kg,[12.9],
costs.hss_mass_cost_coeff,USD/kg,[6.8],
costs.generator_mass_cost_coeff,USD/kg,[12.4],
costs.bedplate_mass_cost_coeff,USD/kg,[2.9],
costs.yaw_mass_cost_coeff,USD/kg,[8.3],
costs.converter_mass_cost_coeff,USD/kg,[18.8],
costs.transformer_mass_cost_coeff,USD/kg,[18.8],
costs.hvac_mass_cost_coeff,USD/kg,[124.],
costs.cover_mass_cost_coeff,USD/kg,[5.7],
costs.elec_connec_machine_rating_cost_coeff,USD/kW,[41.85],
costs.platforms_mass_cost_coeff,USD/kg,[17.1],
costs.tower_mass_cost_coeff,USD/kg,[2.9],
costs.controls_machine_rating_cost_coeff,USD/kW,[21.15],
costs.crane_cost,USD,[12000.],
costs.turbine_number,Unavailable,50,Number of turbines at plant
high_level_tower_props.tower_ref_axis,m,"[[ 0.          0.         10.        ]
 [ 0.          0.         44.84536082]
 [ 0.          0.         90.        ]]","2D array of the coordinates (x,y,z) of the tower reference axis. The coordinate system is the global coordinate system of OpenFAST: it is placed at tower base with x pointing downwind, y pointing on the side and z pointing vertically upwards. A standard tower configuration will have zero x and y values and positive z values."
high_level_tower_props.hub_height,m,[90.],"Height of the hub in the global reference system, i.e. distance rotor center to ground."
tower_grid.s,,[0.         0.43556701 1.        ],"1D array of the non-dimensional grid defined along the tower axis (0-tower base, 1-tower top)"
tower_grid.height,m,[80.],Scalar of the tower height computed along the z axis.
tower_grid.length,m,[80.],Scalar of the tower length computed along its curved axis. A standard straight tower will be as high as long.
tower_grid.foundation_height,m,[10.],Foundation height in respect to the ground level.
towerse.sigma_ult,Pa,[1.12e+09 1.12e+09 1.12e+09 1.12e+09 1.12e+09],
towerse.wohler_exp,,[1. 1. 1. 1. 1.],
towerse.wohler_A,,[2.16e+09 2.16e+09 2.16e+09 2.16e+09 2.16e+09],
towerse.z_start,m,[-55.],
towerse.height_constraint,m,[0.],
towerse.unit_cost_full,USD/kg,[0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7],
towerse.outfitting_full,,"[1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07]",
towerse.sec_loc,,[0.         0.25017585 0.43212192 0.63610785 1.        ],normalized sectional location
towerse.str_tw,deg,[0. 0. 0. 0. 0.],structural twist of section
towerse.tw_iner,deg,[0. 0. 0. 0. 0.],inertial twist of section
towerse.mass_den,kg/m,[7520.53010542 6215.50156239 5660.99880105 4118.51567852 3990.5609699 ],sectional mass per unit length
towerse.foreaft_iner,kg*m,"[30195.17263914 22154.93128491 17747.01245309 10734.93640485
  8443.99527483]",sectional fore-aft intertia per unit length about the Y_G inertia axis
towerse.sideside_iner,kg*m,"[30195.17263914 22154.93128491 17747.01245309 10734.93640485
  8443.99527483]",sectional side-side intertia per unit length about the Y_G inertia axis
towerse.foreaft_stff,N*m**2,"[7.74235196e+11 5.68075161e+11 4.55051601e+11 2.75254780e+11
 2.16512699e+11]",sectional fore-aft bending stiffness per unit length about the Y_E elastic axis
towerse.sideside_stff,N*m**2,"[7.74235196e+11 5.68075161e+11 4.55051601e+11 2.75254780e+11
 2.16512699e+11]",sectional side-side bending stiffness per unit length about the Y_E elastic axis
towerse.tor_stff,N*m**2,"[6.13968510e+11 4.50483603e+11 3.60855920e+11 2.18277040e+11
 1.71694571e+11]",sectional torsional stiffness
towerse.axial_stff,N,"[1.80218790e+11 1.48945640e+11 1.35657771e+11 9.86943609e+10
 9.56281086e+10]",sectional axial stiffness
towerse.cg_offst,m,[0. 0. 0. 0. 0.],offset from the sectional center of mass
towerse.sc_offst,m,[0. 0. 0. 0. 0.],offset from the sectional shear center
towerse.tc_offst,m,[0. 0. 0. 0. 0.],offset from the sectional tension center
towerse.axial_load2stress,m**2,"[[0.         0.         1.1097622  0.76348944 0.76348944 0.        ]
 [0.         0.         1.34277176 0.97988791 0.97988791 0.        ]
 [0.         0.         1.47429814 1.14751581 1.14751581 0.        ]
 [0.         0.         2.02645823 1.72809474 1.72809474 0.        ]
 [0.         0.         2.09143528 1.98211769 1.98211769 0.        ]]",
towerse.shear_load2stress,m**2,"[[1.82084551 1.82084551 0.         0.         0.         0.38174472]
 [2.20374251 2.20374251 0.         0.         0.         0.48994395]
 [2.41929401 2.41929401 0.         0.         0.         0.57375791]
 [3.32691566 3.32691566 0.         0.         0.         0.86404737]
 [3.4314379  3.4314379  0.         0.         0.         0.99105884]]",
towerse.cm.cost,USD,[1998517.30284753],
towerse.cm.mass,kg,"[62671.02546459 62671.08421179 62671.142959   64740.97041207
 62155.01562395 59569.06083582 18869.99195906 18869.9960035
 18870.00004795 50977.48832563 47837.05496012 44696.62159462
 60064.10872731 60064.11356755 60064.1184078 ]",
towerse.cm.center_of_mass,m,[7.20697764],
towerse.cm.section_center_of_mass,m,"[-50.83333268 -42.49999935 -34.16666602 -25.03328591 -15.03467077
  -5.03617587   1.66666673   5.00000006   8.33333339  15.74793167
  27.35913743  38.9697931   52.37113412  67.42268051  82.47422691]",
towerse.cm.I_base,kg*m**2,"[4.26078622e+09 4.26078622e+09 5.04732092e+06 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",
towerse.structural_cost,USD,[2098517.30284753],
towerse.structural_mass,kg,[854791.79310076],
towerse.tower_cost,USD,[857093.39027448],
towerse.tower_section_center_of_mass,m,"[-50.83333268 -42.49999935 -34.16666602 -25.03328591 -15.03467077
  -5.03617587   1.66666673   5.00000006   8.33333339  15.74793167
  27.35913743  38.9697931   52.37113412  67.42268051  82.47422691]",
towerse.monopile_cost,USD,[1241423.91257304],
towerse.constr_d_to_t,,[120.8153264  129.7045345  125.28337279 143.03602832 120.00122487],
towerse.constr_taper,,[0.99999721 0.88336998 0.99999936 0.82185139 0.99999976],
towerse.slope,,[1.00000279 0.88336998 1.00000064 0.82185139 1.00000024],
towerse.turbine_mass,kg,[609302.30558303],
towerse.turb.turbine_center_of_mass,m,[-0.53059226  0.         46.42668273],
towerse.turb.turbine_I_base,kg*m**2,"[7.13779495e+09 7.04526563e+09 2.41730213e+07 0.00000000e+00
 2.97643835e+07 0.00000000e+00]",
towerse.soil.z_k,N/m,"[-25.         -22.22222222 -19.44444444 -16.66666667 -13.88888889
 -11.11111111  -8.33333333  -5.55555556  -2.77777778  -0.        ]",
towerse.soil.k,N/m,"[[1.76528019e+10 3.22501440e+12 1.76528019e+10 3.22501440e+12
  1.11585580e+10 1.92780363e+10]
 [1.59236790e+10 2.28806514e+12 1.59236790e+10 2.28806514e+12
  1.02252247e+10 1.92780363e+10]
 [1.41945562e+10 1.55596270e+12 1.41945562e+10 1.55596270e+12
  9.29189133e+09 1.92780363e+10]
 [1.24654334e+10 1.00310123e+12 1.24654334e+10 1.00310123e+12
  8.35855800e+09 1.92780363e+10]
 [1.07363106e+10 6.03874884e+11 1.07363106e+10 6.03874884e+11
  7.42522467e+09 1.92780363e+10]
 [9.00718782e+09 3.32677796e+11 9.00718782e+09 3.32677796e+11
  6.49189133e+09 1.92780363e+10]
 [7.27806501e+09 1.63904120e+11 7.27806501e+09 1.63904120e+11
  5.55855800e+09 1.92780363e+10]
 [5.54894220e+09 7.19480022e+10 5.54894220e+09 7.19480022e+10
  4.62522467e+09 1.92780363e+10]
 [3.81981940e+09 3.12035899e+10 3.81981940e+09 3.12035899e+10
  3.69189133e+09 1.92780363e+10]
 [2.09069659e+09 1.60650302e+10 2.09069659e+09 1.60650302e+10
  2.75855800e+09 1.92780363e+10]]",
towerse.wind1.wind.U,m/s,"[ 0.          0.          0.          0.          0.          0.
  0.          8.4417516   9.04764534  9.42203459 10.17701606 10.62424416
 10.94753762 11.26899365 11.52447    11.73732   ]",
towerse.wind1.windLoads.windLoads_Px,N/m,"[  0.           0.           0.           0.           0.
   0.           0.         138.77251892 162.99144282 178.95345097
 197.33275219 200.12556414 195.78244447 209.29072152 220.3813932
 229.87641115]",
towerse.wind1.windLoads.windLoads_Py,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.wind1.windLoads.windLoads_Pz,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.wind1.windLoads.windLoads_qdyn,N/m**2,"[ 0.          0.          0.          0.          0.          0.
  0.         43.64869165 50.13918029 54.37452566 63.43763922 69.13567038
 73.40725527 77.78150839 81.34821292 84.38086698]",
towerse.wind1.windLoads.windLoads_z,m,"[-55.         -46.66666667 -38.33333333 -30.         -20.
 -10.           0.           3.33333333   6.66666667  10.
  21.61512027  33.23024055  44.84536082  59.89690722  74.94845361
  90.        ]",
towerse.wind1.windLoads.windLoads_beta,deg,[0.],
towerse.wind1.wave.U,m/s,"[0.         0.         0.         0.70923173 0.79919357 1.09190133
 1.6616115  0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",
towerse.wind1.wave.W,m/s,"[ 0.          0.          0.         -0.         -0.36837577 -0.83020411
 -1.50264538  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",
towerse.wind1.wave.V,m/s,"[0.         0.         0.         0.70923173 0.88000629 1.3716732
 2.24028924 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",
towerse.wind1.wave.A,m/s**2,"[0.         0.         0.         0.4715592  0.53137368 0.72599136
 1.10478444 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",
towerse.wind1.wave.p,N/m**2,"[     0.              0.              0.         311240.75625003
 211955.76760966 115442.57616473  22716.363445        0.
      0.              0.              0.              0.
      0.              0.              0.              0.        ]",
towerse.wind1.wave.phase_speed,m/s,[13.33783849],
towerse.wind1.waveLoads.waveLoads_Px,N/m,"[   0.            0.            0.          950.58615344 1188.73437701
 2302.55957182 5230.72222442    0.            0.            0.
    0.            0.            0.            0.            0.
    0.        ]",
towerse.wind1.waveLoads.waveLoads_Py,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.wind1.waveLoads.waveLoads_Pz,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.wind1.waveLoads.waveLoads_qdyn,N/m**2,"[   0.            0.            0.          257.79244552  327.33905972
  611.02736295 1414.98829614    0.            0.            0.
    0.            0.            0.            0.            0.
    0.        ]",
towerse.wind1.waveLoads.waveLoads_pt,N/m**2,"[     0.              0.              0.         311498.54869554
 212283.10666939 116053.60352768  24131.35174114      0.
      0.              0.              0.              0.
      0.              0.              0.              0.        ]",
towerse.wind1.waveLoads.waveLoads_z,m,"[-55.         -46.66666667 -38.33333333 -30.         -20.
 -10.           0.           3.33333333   6.66666667  10.
  21.61512027  33.23024055  44.84536082  59.89690722  74.94845361
  90.        ]",
towerse.wind1.waveLoads.waveLoads_beta,deg,[0.],
towerse.wind1.Px,N/m,"[   0.            0.            0.          950.58615344 1188.73437701
 2302.55957182 5230.72222442  138.77251892  162.99144282  178.95345097
  197.33275219  200.12556414  195.78244447  209.29072152  220.3813932
  229.87641115]",
towerse.wind1.Py,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.wind1.Pz,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.wind1.qdyn,N/m**2,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 3.11498549e+05
 2.12283107e+05 1.16053604e+05 2.41313517e+04 4.36486916e+01
 5.01391803e+01 5.43745257e+01 6.34376392e+01 6.91356704e+01
 7.34072553e+01 7.77815084e+01 8.13482129e+01 8.43808670e+01]",
towerse.pre1.kidx,,[0. 1. 2. 3.],
towerse.pre1.kx,N/m,[1.76528019e+10 1.55778545e+10 1.03904861e+10 5.20311764e+09],
towerse.pre1.ky,N/m,[1.76528019e+10 1.55778545e+10 1.03904861e+10 5.20311764e+09],
towerse.pre1.kz,N/m,[1.1158558e+10 0.0000000e+00 0.0000000e+00 0.0000000e+00],
towerse.pre1.ktx,N/m,[3.22501440e+12 2.14164465e+12 5.49635466e+11 6.37991198e+10],
towerse.pre1.kty,N/m,[3.22501440e+12 2.14164465e+12 5.49635466e+11 6.37991198e+10],
towerse.pre1.ktz,N/m,[1.92780363e+10 1.92780363e+10 1.92780363e+10 1.92780363e+10],
towerse.pre1.midx,,[9. 0.],
towerse.pre1.m,kg,[100000.      0.],
towerse.pre1.mIxx,kg*m**2,[340838.73325851      0.        ],
towerse.pre1.mIyy,kg*m**2,[340838.73325851      0.        ],
towerse.pre1.mIzz,kg*m**2,[681677.46651702      0.        ],
towerse.pre1.mIxy,kg*m**2,[0. 0.],
towerse.pre1.mIxz,kg*m**2,[0. 0.],
towerse.pre1.mIyz,kg*m**2,[0. 0.],
towerse.pre1.mrhox,m,[0. 0.],
towerse.pre1.mrhoy,m,[0. 0.],
towerse.pre1.mrhoz,m,[0. 0.],
towerse.pre1.plidx,,[15.],
towerse.pre1.Fx,N,[1284744.19620519],
towerse.pre1.Fy,N,[0.],
towerse.pre1.Fz,N,[-2914124.84400512],
towerse.pre1.Mxx,N*m,[3963732.76208099],
towerse.pre1.Myy,N*m,[-2275104.79420872],
towerse.pre1.Mzz,N*m,[-346781.68192839],
towerse.tower1.mass,kg,[705412.89030619],
towerse.tower1.f1,Hz,[0.39990702],
towerse.tower1.f2,Hz,[0.39990702],
towerse.tower1.structural_frequencies,Hz,[0.39990702 0.39990702 1.8340592  1.8340592  4.76471299 4.76471299],
