variables,units,values,description
rotorse.rs.tot_loads_gust.aeroloads_Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",distributed loads in blade-aligned z-direction
rotorse.rs.tot_loads_gust.aeroloads_Omega,rpm,[7.49924093],rotor rotation speed
rotorse.rs.tot_loads_gust.aeroloads_pitch,deg,[0.],pitch angle
rotorse.rs.tot_loads_gust.aeroloads_azimuth,deg,[0.],azimuthal angle
rotorse.rs.3d_curv,deg,"[3.50716427 3.40678458 3.25788532 3.23263502 3.34082218 3.58725442
 3.87560524 4.02547368 4.06467813 4.09418143 4.15977367 4.38858615
 4.83524592 5.26257127 5.50703682 5.73261053 6.15241718 6.67184984
 7.05700826 7.262682   7.43038561 7.70237518 8.00777473 8.25084252
 8.45053026 8.68743078 8.96496615 9.24655102 9.49191299 9.59559237]",total cone angle from precone and curvature
rotorse.rs.z_az,m,"[  3.97         8.00448276  12.03896552  16.07344828  20.10793103
  24.14241379  28.17689655  32.21137931  36.24586207  40.28034483
  44.31482759  48.34931034  52.3837931   56.41827586  60.45275862
  64.48724138  68.52172414  72.5562069   76.59068965  80.62517241
  84.65965517  88.69413793  92.72862069  96.76310345 100.79758621
 104.83206896 108.86655172 112.90103448 116.93551724 120.97      ]",location of blade in azimuth z-coordinate system
rotorse.rhoA,kg/m,"[3625.38962255 2888.49828174 2102.15937982 1667.15961396 1144.64672533
  802.87130738  627.73095938  565.83260631  548.82795087  557.85482391
  552.41057273  526.95684877  496.30367042  466.21331985  437.97255047
  413.63587403  390.69209799  358.75123051  319.99494813  281.28136418
  247.59159733  212.73260002  171.92967415  130.99126317   88.20088337
   57.2882568    34.05718197   19.83851485   11.09836405    6.35030027]",mass per unit length
rotorse.rs.tot_loads_gust.dynamicFactor,,[1.],a dynamic amplification factor to adjust the static deflection calculation
rotorse.rs.x_az,m,"[ 0.00000000e+00  3.47038875e-02  8.35457789e-02  1.39221829e-01
  1.91620281e-01  2.32058151e-01  2.49748715e-01  2.49576780e-01
  2.46161255e-01  2.40468154e-01  2.32897670e-01  2.17967148e-01
  1.78171719e-01  1.00328504e-01  3.33661701e-04 -1.11956965e-01
 -2.43745733e-01 -4.15231916e-01 -6.20301885e-01 -8.46162280e-01
 -1.08028322e+00 -1.32984337e+00 -1.60241994e+00 -1.89518421e+00
 -2.20216882e+00 -2.52321796e+00 -2.86378033e+00 -3.22419386e+00
 -3.60472885e+00 -4.00000000e+00]",location of blade in azimuth x-coordinate system (prebend)
rotorse.rs.y_az,m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",location of blade in azimuth y-coordinate system (sweep)
rotorse.rs.frame.Px_af,N/m,"[ 2413.64954811  2547.75628594  2747.69734542  3408.83661296
  3958.67457362  4594.41198103  5521.25644886  6497.74318698
  7709.19486083  8881.47414797  9229.51044961  9338.03332766
  9742.66421428 11121.7174681  13016.50730516 15219.41101055
 18424.78408666 21219.94867174 22404.73054229 22198.75652051
 21134.92714539 19902.54884188 18258.87510858 16292.73295849
 14219.50358246 12473.12304762 10870.1095441   9183.62332972
  7515.54273143  5850.32432001]",distributed load (force per unit length) in airfoil x-direction
rotorse.rs.frame.Py_af,N/m,"[  765.46599716   797.96209367   572.80693768    52.58465505
  -547.0826649  -1021.01678269 -1437.88120569 -1719.80537382
 -2072.11645333 -2392.31624129 -2408.70493367 -2367.77063299
 -2422.70573226 -2777.68147191 -3240.15249544 -3735.15875337
 -4520.87188926 -5221.76897519 -5479.78600427 -5382.61634505
 -5123.11187817 -4804.51732427 -4424.21269019 -4006.79321746
 -3528.13174235 -3083.94547135 -2660.43698145 -2199.86099991
 -1729.01060766 -1255.47350901]",distributed load (force per unit length) in airfoil y-direction
rotorse.rs.frame.Pz_af,N/m,"[-26658.34370034 -14062.49096235  -5008.11075303    170.44529355
   2958.02676673   4064.48041904   4731.88534688   5667.41298434
   6858.58277922   8355.33277245   9643.3270577   10501.39114073
  11110.82014377  11581.85865542  11958.71100456  12312.20213875
  12583.95595888  12426.62826919  11863.14946629  11116.43971661
  10391.43178636   9446.2646275    8051.49357312   6452.60461368
   4559.29411647   3100.17123492   1925.16267396   1169.15491402
    680.79161798    404.98680953]",distributed load (force per unit length) in airfoil z-direction
rotorse.A,m**2,"[18.62715316 18.09470676 16.43477522 21.63822405 19.09283271 17.97744783
 17.09104289 16.33397562 15.80226152 15.41550953 14.11005294 12.36309916
 11.26407389 11.23809095 11.71403785 12.41754688 12.98203645 12.84344688
 12.01561495 10.79441018  9.42570043  8.22230734  7.04151947  5.86074816
  4.74829051  3.82201089  3.04231654  2.36625112  1.65295009  1.25240709]",airfoil cross section material area
rotorse.EA,N,"[5.35125823e+10 4.33952901e+10 3.35829810e+10 2.77603937e+10
 2.35193401e+10 2.17441878e+10 2.17379822e+10 2.23722073e+10
 2.35006435e+10 2.47953091e+10 2.55578774e+10 2.54973689e+10
 2.49163735e+10 2.39391977e+10 2.28338302e+10 2.17676561e+10
 2.07778821e+10 1.96558455e+10 1.83928390e+10 1.70597699e+10
 1.56315793e+10 1.36143652e+10 1.09025436e+10 8.07305895e+09
 5.55698769e+09 3.67456017e+09 2.07929847e+09 1.02626422e+09
 4.41618563e+08 1.41390774e+08]",axial stiffness
rotorse.EIxx,N*m**2,"[2.27184465e+11 1.74488449e+11 1.14010963e+11 7.64034262e+10
 5.29591507e+10 4.14619651e+10 3.74809565e+10 3.82849290e+10
 4.17532239e+10 4.41186272e+10 3.89397770e+10 3.07025979e+10
 2.44962073e+10 2.21135878e+10 2.16005280e+10 2.12664924e+10
 1.98384966e+10 1.56464675e+10 1.00736936e+10 5.74321275e+09
 3.59265078e+09 2.48058773e+09 1.64816464e+09 1.03055566e+09
 5.21039914e+08 2.66495486e+08 1.05707799e+08 3.75066866e+07
 1.17887669e+07 2.96944217e+06]",edgewise stiffness (bending about :ref:`x-axis of airfoil aligned coordinate system <blade_airfoil_coord>`)
rotorse.EIyy,N*m**2,"[2.27255432e+11 1.74991171e+11 1.05331747e+11 5.80232876e+10
 3.48576404e+10 2.68837108e+10 2.19585236e+10 1.77772272e+10
 1.53366685e+10 1.46294893e+10 1.19332703e+10 8.22689705e+09
 6.41899253e+09 6.17719152e+09 6.16186308e+09 6.36506022e+09
 6.52914845e+09 5.70910901e+09 4.48933371e+09 3.23063584e+09
 2.09269904e+09 1.27232771e+09 7.04152687e+08 3.53725717e+08
 1.57461592e+08 6.70602816e+07 2.50468203e+07 7.61255014e+06
 1.86453968e+06 3.14252146e+05]",flapwise stiffness (bending about y-axis of airfoil aligned coordinate system)
rotorse.EIxy,N*m**2,"[ 7.49690736e+07  4.22543528e+09  1.36765543e+10  1.84500528e+10
  1.63141165e+10  1.34750508e+10  1.11918362e+10  9.45482290e+09
  8.15570753e+09  7.08015469e+09  5.24971232e+09  3.37155548e+09
  2.29088019e+09  1.79317019e+09  1.42900775e+09  1.11612534e+09
  8.41365760e+08  4.97813103e+08  2.13121303e+08  5.19677240e+07
 -2.55042074e+07 -5.84396992e+07 -6.04441978e+07 -4.38754292e+07
 -2.18014814e+07 -9.69608959e+06 -3.57024477e+06 -1.09198503e+06
 -2.64025992e+05 -4.68117087e+04]",coupled flap-edge stiffness
rotorse.GJ,N*m**2,"[1.32983886e+11 1.00405354e+11 5.89251157e+10 2.81604865e+10
 1.24101661e+10 5.61755172e+09 2.54612624e+09 1.45599148e+09
 9.27008702e+08 7.03703962e+08 5.00474333e+08 3.25055896e+08
 2.37829778e+08 2.23677684e+08 2.28421824e+08 2.42391922e+08
 2.56630673e+08 2.25009484e+08 1.69043640e+08 1.15718730e+08
 7.22265146e+07 4.63770817e+07 2.99629423e+07 1.92530524e+07
 9.84883322e+06 4.35882599e+06 1.86045516e+06 8.29201522e+05
 3.31547454e+05 1.14152560e+05]",torsional stiffness (about axial z-direction of airfoil aligned coordinate system)
rotorse.rhoJ,kg*m,"[3.07903072e+04 2.32663170e+04 1.37824688e+04 7.96471965e+03
 4.49528637e+03 2.89739831e+03 2.15471314e+03 1.90890979e+03
 1.85353820e+03 1.84159938e+03 1.54961664e+03 1.16551628e+03
 9.16314809e+02 8.50307440e+02 8.65375050e+02 8.97754977e+02
 8.87112756e+02 7.43660172e+02 5.15449222e+02 3.13767397e+02
 1.92728607e+02 1.24309032e+02 7.59767345e+01 4.30978514e+01
 1.85353679e+01 8.30678680e+00 3.44385897e+00 1.42246628e+00
 5.29749691e-01 1.95585681e-01]",polar mass moment of inertia per unit length
rotorse.x_ec,m,"[ 6.90419943e-16 -5.20417043e-17 -2.49800181e-16  1.35027092e-04
 -4.59873460e-05 -2.89312700e-04 -3.07723602e-04 -2.30715832e-04
 -2.29763376e-04 -2.32048756e-04 -1.58069327e-04 -1.10460001e-04
 -7.95546816e-05 -6.24550844e-05 -5.00122398e-05 -4.45845956e-05
 -2.92023630e-05 -1.69440596e-05 -6.91416123e-06 -2.67702549e-06
 -4.80645364e-07  1.07787452e-06  1.67061037e-06  2.29551881e-06
  1.85979593e-06  1.57277606e-06  1.58497285e-06  2.42929651e-06
  7.80625564e-18 -9.97465999e-18]",x-distance to elastic center from point about which above structural properties are computed (airfoil aligned coordinate system)
rotorse.y_ec,m,"[ 2.42861287e-16 -6.38378239e-16  1.94289029e-16  7.22575285e-03
  2.08911180e-03 -3.26494955e-04 -1.41342113e-03 -1.93342265e-03
 -2.25138665e-03 -2.31878402e-03 -1.97914632e-03 -1.49173668e-03
 -1.18420851e-03 -1.08231164e-03 -1.04573415e-03 -1.02389534e-03
 -9.75806668e-04 -7.54422615e-04 -4.70282291e-04 -2.44048129e-04
 -1.37575409e-04 -1.04320449e-04 -9.19328462e-05 -8.21229517e-05
 -5.26620330e-05 -2.89030475e-05 -2.11299825e-05 -1.03689157e-04
 -3.12250226e-17 -1.38777878e-17]",y-distance to elastic center from point about which above structural properties are computed
rotorse.rs.strains.EI11,N*m**2,"[2.27137006e+11 1.70506905e+11 9.53228240e+10 4.66008026e+10
 2.52518249e+10 1.88526429e+10 1.61001305e+10 1.40834875e+10
 1.30216000e+10 1.30176843e+10 1.09486887e+10 7.73202932e+09
 6.13319336e+09 5.97791501e+09 6.03070782e+09 6.28192562e+09
 6.47617139e+09 5.68423327e+09 4.48121196e+09 3.22956145e+09
 2.09226551e+09 1.26950775e+09 7.00298240e+08 3.50893350e+08
 1.56158963e+08 6.65899886e+07 2.48891013e+07 7.57271476e+06
 1.85752045e+06 3.13427099e+05]",stiffness w.r.t principal axis 1
rotorse.rs.strains.EI22,N*m**2,"[2.27302891e+11 1.78972715e+11 1.24019886e+11 8.78244613e+10
 6.25648635e+10 4.94930288e+10 4.33393041e+10 4.19785838e+10
 4.40681721e+10 4.57302976e+10 3.99242579e+10 3.11974086e+10
 2.47819714e+10 2.23128362e+10 2.17316582e+10 2.13496042e+10
 1.98914539e+10 1.56713320e+10 1.00818112e+10 5.74428612e+09
 3.59308402e+09 2.48340754e+09 1.65201900e+09 1.03338797e+09
 5.22342528e+08 2.66965775e+08 1.05865517e+08 3.75465109e+07
 1.17957861e+07 2.97026721e+06]",stiffness w.r.t principal axis 2
rotorse.rs.strains.alpha,deg,"[57.66441002 46.70218913 36.19781204 31.76181487 30.48973914 30.79474422
 27.62992676 21.3392368  15.84706886 12.82489244 10.62241186  8.35010064
  7.11120794  6.3413112   5.24395465  4.25981214  3.60290495  2.86069388
  2.18240336  1.18437578 -0.97384525 -2.76261956 -3.64873654 -3.69358969
 -3.41933332 -2.77686196 -2.52945234 -2.08921189 -1.52287154 -1.00972156]",Angle between blade c.s. and principal axes
rotorse.rs.strains.M1,N*m,"[-5.34526387e+07 -5.01427370e+07 -5.86324127e+07 -6.16183795e+07
 -6.00174179e+07 -5.66317913e+07 -5.34745668e+07 -5.10955776e+07
 -4.81535557e+07 -4.42710563e+07 -4.00232913e+07 -3.57659742e+07
 -3.15968692e+07 -2.75929895e+07 -2.37829736e+07 -2.01868116e+07
 -1.68475365e+07 -1.38048814e+07 -1.10916112e+07 -8.72110626e+06
 -6.67600890e+06 -4.95278741e+06 -3.55341514e+06 -2.44887140e+06
 -1.59578229e+06 -9.56009945e+05 -4.99725663e+05 -2.03995909e+05
 -4.56902197e+04  1.63210743e+01]",distribution along blade span of bending moment w.r.t principal axis 1
rotorse.rs.strains.M2,N*m,"[ 7.41190947e+07  6.96958975e+07  5.49894921e+07  4.26968826e+07
  3.52831788e+07  3.05945889e+07  2.54595827e+07  1.81209808e+07
  1.07930043e+07  5.77531802e+06  2.77210364e+06  6.19230840e+05
 -7.55556639e+05 -1.38949825e+06 -1.76933604e+06 -2.00697487e+06
 -2.01797181e+06 -1.89444337e+06 -1.71283380e+06 -1.51771214e+06
 -1.38774211e+06 -1.24461184e+06 -1.01512415e+06 -7.45293834e+05
 -4.94305510e+05 -2.91063768e+05 -1.47803337e+05 -5.85566370e+04
 -1.25111606e+04  6.02706622e-01]",distribution along blade span of bending moment w.r.t principal axis 2
rotorse.rs.strains.F3,N,"[ 6.51503161e+05  7.33646891e+05  7.72116886e+05  7.81875622e+05
  7.75564740e+05  7.61398652e+05  7.43654266e+05  7.22676376e+05
  6.97408427e+05  6.66718295e+05  6.30410664e+05  5.89773916e+05
  5.46176883e+05  5.00400285e+05  4.52913287e+05  4.03953010e+05
  3.53731464e+05  3.03279095e+05  2.54280766e+05  2.07925401e+05
  1.64538846e+05  1.24521439e+05  8.92242484e+04  5.99659914e+04
  3.77523410e+04  2.23013563e+04  1.21640477e+04  5.92206409e+03
  2.19027653e+03 -6.36646291e-12]",axial resultant along blade span
rotorse.xu_spar,,"[2.53317179 2.51976314 2.20926521 1.75602818 1.39259513 1.21495678
 1.07285185 0.94656927 0.86343813 0.84037399 0.755275   0.64385537
 0.58385969 0.58825337 0.59926114 0.62078545 0.63662192 0.61011378
 0.56174402 0.49630854 0.42324142 0.35970946 0.30359756 0.25446924
 0.20835794 0.17019671 0.13767178 0.10842938 0.08307827 0.06276002]",x-position of midpoint of spar cap on upper surface for strain calculation
rotorse.xl_spar,,"[-2.55970655 -2.43475981 -2.24854884 -1.98333509 -1.62510199 -1.40714865
 -1.23810261 -1.09313154 -1.00179322 -0.95620866 -0.85821599 -0.7217554
 -0.644907   -0.6376629  -0.63776002 -0.6500422  -0.65979648 -0.62457682
 -0.56939563 -0.50011805 -0.42381222 -0.35824649 -0.30062743 -0.25126521
 -0.20605064 -0.16869785 -0.13670387 -0.10766243 -0.08235488 -0.06156846]",x-position of midpoint of spar cap on lower surface for strain calculation
rotorse.yu_spar,,"[ 1.53994095  1.36713913  1.0519004   0.5765233   0.1850887  -0.02900282
 -0.15229852 -0.25139799 -0.34774089 -0.40946139 -0.41201016 -0.38574737
 -0.34806069 -0.32456231 -0.3125798  -0.29891805 -0.27501713 -0.22402718
 -0.15559636 -0.09766362 -0.07100672 -0.0621694  -0.05734171 -0.05082671
 -0.03837718 -0.0283173  -0.02404663 -0.02424929 -0.02738078 -0.04062544]",y-position of midpoint of spar cap on upper surface for strain calculation
rotorse.yl_spar,,"[-1.4956216  -1.54277713 -1.33472335 -1.13475258 -0.97638293 -0.89157582
 -0.80319631 -0.74939916 -0.73683455 -0.72433602 -0.64975545 -0.55060601
 -0.46988029 -0.42376058 -0.39239361 -0.36196152 -0.32143791 -0.2527829
 -0.16877118 -0.09830957 -0.06071905 -0.04188245 -0.02959418 -0.02205793
 -0.00995504 -0.00483375 -0.00548894 -0.01051904 -0.01812223 -0.03513976]",y-position of midpoint of spar cap on lower surface for strain calculation
rotorse.xu_te,,"[ 1.02060820e-02 -1.11549385e-02 -1.39938933e-01  8.64163552e-01
  7.72869597e-01  6.80127313e-01  5.97847493e-01  5.30120702e-01
  4.55052343e-01  3.87662100e-01  3.18905023e-01  2.50704779e-01
  2.07567732e-01  1.88033212e-01  1.70197489e-01  1.48451845e-01
  1.28544132e-01  9.79726902e-02  6.62555095e-02  4.02607614e-02
  1.30515168e-02 -1.36703956e-02 -2.92077641e-02 -2.74545786e-02
 -1.18522946e-03 -5.82874826e-04 -8.45931045e-04 -1.39812448e-03
 -2.21396044e-03 -2.77160965e-03]",x-position of midpoint of trailing-edge panel on upper surface for strain calculation
rotorse.xl_te,,"[ 0.01020608 -0.01115494 -0.13993893  0.4790606   0.47254348  0.42755881
  0.4080079   0.36981498  0.3003521   0.24153618  0.18752675  0.13675703
  0.10716622  0.09234176  0.07884463  0.06432606  0.04923312  0.028984
  0.00856784 -0.01037539 -0.02909901 -0.0480294  -0.06017823 -0.06022401
 -0.00118523 -0.00058287 -0.00084593 -0.00139812 -0.00221396 -0.00277161]",x-position of midpoint of trailing-edge panel on lower surface for strain calculation
rotorse.yu_te,,"[-2.96488162 -2.89069668 -2.70357747  2.80730727  2.78170358  2.84166907
  2.92710938  2.97434176  2.97309508  2.89243302  2.65016033  2.37058373
  2.19826566  2.25247769  2.45907383  2.71602135  2.9234125   2.99325268
  2.87647208  2.62184092  2.29737424  1.99497523  1.68045685  1.3541811
 -0.65169903 -0.54251204 -0.45226544 -0.37242624 -0.30477779 -0.25876409]",y-position of midpoint of trailing-edge panel on upper surface for strain calculation
rotorse.yl_te,,"[-2.96488162 -2.89069668 -2.70357747  2.76154298  2.75877013  2.82859272
  2.91896182  2.96862905  2.96943337  2.88927611  2.6482281   2.3702732
  2.19928591  2.25465019  2.46179272  2.71888075  2.92685756  2.99667387
  2.87996438  2.62604481  2.30190434  1.99955608  1.68526097  1.35948245
 -0.65169903 -0.54251204 -0.45226544 -0.37242624 -0.30477779 -0.25876409]",y-position of midpoint of trailing-edge panel on lower surface for strain calculation
rotorse.rs.tip_pos.dx_tip,m,[22.34494995],deflection at tip in blade x-direction
rotorse.rs.tip_pos.dy_tip,m,[-4.89820028],deflection at tip in blade y-direction
rotorse.rs.tip_pos.dz_tip,m,[-0.00208663],deflection at tip in blade z-direction
rotorse.rs.tip_pos.3d_curv_tip,deg,[9.59559237],total coning angle including precone and curvature
rotorse.rs.tip_pos.dynamicFactor,,[1.],a dynamic amplification factor to adjust the static deflection calculation
rotorse.rs.aero_hub_loads.V_load,m/s,[20.00730215],
rotorse.rs.aero_hub_loads.nSector,Unavailable,4,
rotorse.rs.constr.strainU_spar,,"[-9.91347888e-04 -1.31173927e-03 -1.69238271e-03 -2.28878917e-03
 -3.15036255e-03 -3.58378057e-03 -3.63879932e-03 -3.61056468e-03
 -3.42826432e-03 -3.09580415e-03 -2.99746623e-03 -3.22324020e-03
 -3.23700835e-03 -2.90107325e-03 -2.50676591e-03 -2.10296281e-03
 -1.73864715e-03 -1.54584249e-03 -1.44065672e-03 -1.38067233e-03
 -1.38715956e-03 -1.43898603e-03 -1.57407854e-03 -1.80522277e-03
 -2.15682692e-03 -2.46678795e-03 -2.78805825e-03 -2.94487402e-03
 -2.06122341e-03  3.23877936e-06]","strain in spar cap on upper surface at location xu,yu_strain with loads P_strain"
rotorse.rs.constr.strainL_spar,,"[ 9.78731662e-04  1.24600618e-03  1.67464504e-03  2.38838394e-03
  3.05743306e-03  3.14357566e-03  3.12719633e-03  3.14540051e-03
  3.03067470e-03  2.71310314e-03  2.67630057e-03  2.92311849e-03
  2.95861815e-03  2.65777073e-03  2.30674515e-03  1.93969677e-03
  1.60672106e-03  1.43461715e-03  1.34624090e-03  1.30385435e-03
  1.32420728e-03  1.38243560e-03  1.51731581e-03  1.74821564e-03
  2.10337465e-03  2.42003366e-03  2.74185952e-03  2.89259943e-03
  2.01499635e-03 -3.23089019e-06]","strain in spar cap on lower surface at location xl,yl_strain with loads P_strain"
rotorse.rs.constr.strainU_te,,"[-8.86914198e-05  1.41800094e-04  6.83840173e-05 -4.27308617e-04
  1.65693514e-04  8.56010723e-04  1.02892795e-03  8.23812077e-04
  6.22845434e-04  5.04055157e-04  4.30402833e-04  3.74640956e-04
  3.86233703e-04  4.05546728e-04  3.98753250e-04  4.09665185e-04
  4.23961094e-04  4.71714551e-04  5.82193714e-04  7.18252475e-04
  7.10338139e-04  6.67986389e-04  6.28721804e-04  5.50854370e-04
 -2.13052277e-04 -2.11135322e-04 -2.18886852e-04 -1.82752835e-04
 -7.43725686e-05 -3.29265185e-07]","strain in trailing edge on upper surface at location xu,yu_strain with loads P_strain"
rotorse.rs.constr.strainL_te,,"[-8.86914198e-05  1.41800094e-04  6.83840173e-05  9.12564980e-05
  8.50213962e-04  1.57450021e-03  1.63096125e-03  1.38547199e-03
  1.18069208e-03  9.90710534e-04  9.02941768e-04  8.96266357e-04
  8.99804098e-04  8.45122790e-04  7.58029314e-04  6.79617661e-04
  6.30284540e-04  6.39465045e-04  7.25423829e-04  8.56029697e-04
  8.46593172e-04  8.04138622e-04  7.88157695e-04  7.82030501e-04
 -2.13052277e-04 -2.11135322e-04 -2.18886852e-04 -1.82752835e-04
 -7.43725686e-05 -3.29265185e-07]","strain in trailing edge on lower surface at location xl,yl_strain with loads P_strain"
rotorse.rs.constr.max_strainU_spar,,[0.0035],maximum strain in spar cap suction side
rotorse.rs.constr.max_strainL_spar,,[0.0035],maximum strain in spar cap pressure side
rotorse.rs.constr.max_strainU_te,,[0.004],maximum strain in spar cap suction side
rotorse.rs.constr.max_strainL_te,,[0.004],maximum strain in spar cap pressure side
rotorse.rs.constr.s_opt_spar_cap_ss,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade spar cap suction side
rotorse.rs.constr.s_opt_spar_cap_ps,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade spar cap pressure side
rotorse.rs.constr.s_opt_te_ss,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade trailing edge suction side
rotorse.rs.constr.s_opt_te_ps,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade trailing edge pressure side
rotorse.rs.constr.rated_Omega,rpm,[7.49924093],rotor rotation speed at rated
rotorse.rs.constr.flap_mode_freqs,Hz,[ 0.55642632  1.83522411  3.01221122  7.16555432 10.02470131],Frequencies associated with mode shapes in the flap direction
rotorse.rs.constr.edge_mode_freqs,Hz,[0.83766341 2.60516872 4.62717443 5.10438527 8.10108243],Frequencies associated with mode shapes in the edge direction
rotorse.rs.constr.blade_number,Unavailable,3,
rotorse.rs.brs.rootD,m,[5.93011497],Blade root outer diameter / Chord at blade span station 0
