variables,units,values,description
rotorse.rs.frame.Pz_af,N/m,"[-18027.59884103 -10286.3825827   -4759.48810763   -875.29056976
   1630.57474726   3218.42117802   4365.55316584   5240.02225253
   5962.60778698   6645.191647     7358.07113531   8065.30271144
   8702.84177799   9201.62652873   9505.80560166   9449.10483314
   9308.32330533   8876.84516355   8313.78828999   7689.43328892
  29700.20379327   6310.91019421   5561.29657326   4784.83171891
   3915.88025887   3185.4675744    2540.22921778   1896.76915683
   1300.52784459    601.2391753 ]",distributed load (force per unit length) in airfoil z-direction
rotorse.A,m**2,"[14.51020941 14.51751491 13.84963733 19.77584379 17.60269571 16.03158645
 15.17105985 14.44993844 13.93634867 13.6407856  13.4184133  13.12649021
 12.72770474 12.25215306 11.66798968 11.02161564 10.33907358  9.64279962
  8.95637614  8.30034223  7.67101994  7.01571447  6.32875166  5.61504776
  4.87765595  4.1330006   3.38657441  2.63440295  1.87677303  1.03515073]",airfoil cross section material area
rotorse.EA,N,"[3.36168875e+10 2.99592112e+10 2.65936845e+10 2.25829145e+10
 1.96851121e+10 1.83296890e+10 1.76709089e+10 1.71943103e+10
 1.66937598e+10 1.61330177e+10 1.55374850e+10 1.48710083e+10
 1.41187473e+10 1.32876722e+10 1.24254698e+10 1.14663294e+10
 1.05689868e+10 9.59214166e+09 8.65327974e+09 7.77233514e+09
 6.93813563e+09 6.14563505e+09 5.39132994e+09 4.64288925e+09
 3.76768477e+09 3.00818140e+09 2.33564557e+09 1.72138183e+09
 1.13686865e+09 4.94593586e+08]",axial stiffness
rotorse.EIxx,N*m**2,"[8.64189665e+10 7.54779785e+10 6.37583250e+10 4.73621347e+10
 3.61268479e+10 2.99192938e+10 2.62303025e+10 2.36221409e+10
 2.17668107e+10 2.04935559e+10 1.96151521e+10 1.87379962e+10
 1.74372565e+10 1.60675290e+10 1.39691993e+10 1.13940036e+10
 9.22564419e+09 7.02321863e+09 5.20858998e+09 3.81680193e+09
 2.76095303e+09 1.94738405e+09 1.33300603e+09 8.81815399e+08
 5.28794320e+08 3.09909388e+08 1.71603320e+08 8.58229593e+07
 3.57403627e+07 5.89073754e+06]",edgewise stiffness (bending about :ref:`x-axis of airfoil aligned coordinate system <blade_airfoil_coord>`)
rotorse.EIyy,N*m**2,"[8.64170319e+10 7.96151213e+10 5.99394310e+10 3.85088562e+10
 2.53377228e+10 1.78287278e+10 1.41345161e+10 1.11863662e+10
 9.10701677e+09 7.85434060e+09 6.93884517e+09 6.09288082e+09
 5.25295475e+09 4.46708474e+09 3.68168075e+09 2.96669922e+09
 2.34982723e+09 1.82211205e+09 1.38885446e+09 1.04358865e+09
 7.70165857e+08 5.46034256e+08 3.67769697e+08 2.29660487e+08
 1.27952431e+08 6.54836403e+07 3.00609879e+07 1.14477851e+07
 3.10365151e+06 4.10910215e+05]",flapwise stiffness (bending about y-axis of airfoil aligned coordinate system)
rotorse.EIxy,N*m**2,"[ 1.75259855e+06  7.09468257e+09  1.05696972e+10  1.02750866e+10
  9.33434006e+09  7.32863543e+09  5.76211676e+09  4.57096845e+09
  3.72910755e+09  3.23921872e+09  3.04727342e+09  2.92613206e+09
  2.76878458e+09  2.58337991e+09  2.29543439e+09  1.92657015e+09
  1.59176767e+09  1.23713905e+09  9.29474131e+08  6.81586482e+08
  4.84783763e+08  3.26465787e+08  2.05771825e+08  1.18701371e+08
  5.97958782e+07  2.74895819e+07  1.10210777e+07  3.49054901e+06
  4.19507276e+05 -8.63997019e+04]",coupled flap-edge stiffness
rotorse.GJ,N*m**2,"[5.05652439e+10 4.13842301e+10 5.92033642e+10 4.23134923e+10
 2.64588558e+10 1.73570825e+10 1.26733920e+10 9.34825061e+09
 7.16531678e+09 6.04087700e+09 5.34271812e+09 4.73416500e+09
 4.10851261e+09 3.45198384e+09 2.79911379e+09 2.07103393e+09
 1.55491641e+09 1.15621581e+09 8.36749563e+08 5.90922264e+08
 4.04991219e+08 2.77898471e+08 1.63586239e+08 8.69876978e+07
 4.23104829e+07 1.82742552e+07 7.18284294e+06 2.26924879e+06
 5.40240048e+05 7.16996718e+04]",torsional stiffness (about axial z-direction of airfoil aligned coordinate system)
rotorse.rhoJ,kg*m,"[1.19625562e+04 9.87351794e+03 7.29941402e+03 4.68759435e+03
 3.04079742e+03 2.20810196e+03 1.76638966e+03 1.46553031e+03
 1.26577725e+03 1.14219219e+03 1.06463583e+03 9.95029658e+02
 9.12834162e+02 8.22458656e+02 7.09842853e+02 5.75190685e+02
 4.62557563e+02 3.55468714e+02 2.66372661e+02 1.96676962e+02
 1.42841953e+02 1.00168934e+02 6.72361927e+01 4.28477045e+01
 2.49791240e+01 1.39512302e+01 7.21892499e+00 3.18876529e+00
 1.14921092e+00 1.84602248e-01]",polar mass moment of inertia per unit length
rotorse.x_ec,m,"[ 3.98986399e-16 -8.91647867e-16 -1.11022302e-16 -2.44012087e-03
 -2.24493919e-03 -1.75481487e-03 -1.36190810e-03 -9.57284462e-04
 -6.76667575e-04 -5.20414164e-04 -4.13771943e-04 -3.56199565e-04
 -3.21502729e-04 -3.52728324e-04 -3.59368354e-04 -3.57570577e-04
 -3.62409857e-04 -3.43615007e-04 -3.23312044e-04 -3.03296726e-04
 -2.81527080e-04 -2.56211743e-04 -2.28667056e-04 -2.12015780e-04
 -1.86236321e-04 -1.63987735e-04 -1.45984417e-04 -1.29792665e-04
 -1.13198603e-04  1.04083409e-17]",x-distance to elastic center from point about which above structural properties are computed (airfoil aligned coordinate system)
rotorse.y_ec,m,"[ 1.84395684e-16 -9.19403442e-17  3.05311332e-16  9.07245207e-04
 -1.49720350e-03 -2.77124155e-03 -3.06757760e-03 -3.02926504e-03
 -2.98032371e-03 -2.96138450e-03 -2.91565087e-03 -2.90071774e-03
 -2.82485228e-03 -2.81108492e-03 -2.55499291e-03 -2.13689712e-03
 -1.81817611e-03 -1.41925536e-03 -1.08710468e-03 -8.38470657e-04
 -6.45516684e-04 -4.98654602e-04 -3.80391497e-04 -2.94247795e-04
 -2.25402160e-04 -1.96251801e-04 -2.00005699e-04 -2.34504222e-04
 -3.57125696e-04 -1.04083409e-17]",y-distance to elastic center from point about which above structural properties are computed
rotorse.rs.strains.EI11,N*m**2,"[8.64159974e+10 7.01564546e+10 5.11080918e+10 3.17472966e+10
 1.99511993e+10 1.43737791e+10 1.18290263e+10 9.68700815e+09
 8.09022449e+09 7.07254085e+09 6.24435492e+09 5.44858841e+09
 4.65328334e+09 3.91778419e+09 3.19274235e+09 2.54715182e+09
 1.99920840e+09 1.54284061e+09 1.17468898e+09 8.85126239e+08
 6.58390104e+08 4.73711473e+08 3.25733252e+08 2.08726988e+08
 1.19222381e+08 6.24300833e+07 2.92079419e+07 1.12843029e+07
 3.09824671e+06 4.09548301e+05]",stiffness w.r.t principal axis 1
rotorse.rs.strains.EI22,N*m**2,"[8.64200010e+10 8.49366452e+10 7.25896642e+10 5.41235412e+10
 4.15132281e+10 3.33740452e+10 2.85355932e+10 2.51213253e+10
 2.27834471e+10 2.12752098e+10 2.03095076e+10 1.93821616e+10
 1.80368138e+10 1.66167229e+10 1.44580549e+10 1.18134972e+10
 9.57622669e+09 7.30246962e+09 5.42274433e+09 3.97525816e+09
 2.87272534e+09 2.01970490e+09 1.37504142e+09 9.02748287e+08
 5.37524047e+08 3.12962749e+08 1.72456223e+08 8.59863178e+07
 3.57456079e+07 5.89209946e+06]",stiffness w.r.t principal axis 2
rotorse.rs.strains.alpha,deg,"[30.55241981 53.12745621 39.87989663 33.34641539 29.98747071 25.24056811
 21.80689349 18.16040671 15.25175065 13.56911384 12.83876256 12.4175943
 12.22056479 12.00397528 12.02458605 12.28545271 12.42218389 12.72071502
 12.97537452 13.08819838 12.98365509 12.49110552 11.54584983 10.00144513
  8.3062548   6.33831584  4.4257151   2.68109187  0.73623129 -0.90307561]",Angle between blade c.s. and principal axes
rotorse.rs.strains.M1,N*m,"[-3.43156790e+07 -3.21694281e+07 -2.88334846e+07 -3.21744339e+07
 -3.20781890e+07 -3.10001898e+07 -2.94081240e+07 -2.73653546e+07
 -2.50836826e+07 -2.26688694e+07 -2.02535229e+07 -1.79174621e+07
 -1.56951574e+07 -1.36060852e+07 -1.16646789e+07 -9.88012226e+06
 -8.26050242e+06 -6.80744228e+06 -5.51822656e+06 -4.39047251e+06
 -3.42395606e+06 -2.59918886e+06 -1.88837787e+06 -1.30664716e+06
 -8.45459389e+05 -4.96490101e+05 -2.50868019e+05 -9.70728608e+04
 -1.98249181e+04  3.99448712e+00]",distribution along blade span of bending moment w.r.t principal axis 1
rotorse.rs.strains.M2,N*m,"[ 3.32774242e+07  3.12759205e+07  3.04758053e+07  2.21587325e+07
  1.68002782e+07  1.24222327e+07  8.57083381e+06  5.57109635e+06
  3.24295511e+06  1.81884129e+06  1.17071889e+06  9.30925628e+05
  8.40196647e+05  7.95995819e+05  7.74378373e+05  7.79222243e+05
  7.61560890e+05  7.15002857e+05  6.47867513e+05  5.52372287e+05
  4.38005885e+05  3.19427864e+05  2.04984510e+05  1.07387113e+05
  3.95939343e+04  2.83489145e+03 -9.86267578e+03 -8.21537276e+03
 -2.63288604e+03  5.90538375e-02]",distribution along blade span of bending moment w.r.t principal axis 2
rotorse.rs.strains.F3,N,"[5.09785631e+05 5.58517976e+05 5.84414036e+05 5.94112283e+05
 5.92812333e+05 5.84466529e+05 5.71413442e+05 5.54880895e+05
 5.35599592e+05 5.13899797e+05 4.89798212e+05 4.63252417e+05
 4.34392082e+05 4.03575974e+05 3.71377850e+05 3.38753784e+05
 3.06469613e+05 2.75170382e+05 2.45582885e+05 2.18039092e+05
 1.53686269e+05 9.17060794e+04 7.12723416e+04 5.34652005e+04
 3.84900518e+04 2.62676339e+04 1.64129046e+04 8.77620613e+03
 3.27320859e+03 5.54791768e-11]",axial resultant along blade span
rotorse.xu_spar,,"[0.01894394 1.91722945 1.83681584 1.64208085 1.31464958 1.08129979
 0.95630451 0.85423526 0.7842111  0.74503312 0.71734571 0.68964487
 0.65814759 0.62263927 0.57953755 0.5353911  0.48944925 0.44686477
 0.40618864 0.36813919 0.33287387 0.29751408 0.26155649 0.22309785
 0.18691393 0.15177468 0.11837321 0.0862388  0.05617692 0.02973432]",x-position of midpoint of spar cap on upper surface for strain calculation
rotorse.xl_spar,,"[ 0.01894394 -1.89095173 -1.94026992 -1.59183091 -1.52721171 -1.35013567
 -1.20843865 -1.07372835 -0.96620413 -0.89982583 -0.85467672 -0.81659913
 -0.77883899 -0.74534339 -0.70466877 -0.65993971 -0.6160122  -0.56946455
 -0.52409514 -0.48074123 -0.43849711 -0.39418372 -0.34772701 -0.30121443
 -0.25202595 -0.20614528 -0.16376857 -0.12323509 -0.08357993 -0.04991027]",x-position of midpoint of spar cap on lower surface for strain calculation
rotorse.yu_spar,,"[-2.30948494e+00  1.31994815e+00  9.52503888e-01  8.97823206e-02
 -6.19606526e-02 -1.71404419e-01 -2.21861492e-01 -2.50064362e-01
 -2.72192909e-01 -2.87432575e-01 -2.95769662e-01 -3.05535118e-01
 -3.08970004e-01 -3.18154700e-01 -3.04297716e-01 -2.69070821e-01
 -2.42284074e-01 -1.97930685e-01 -1.56365222e-01 -1.21658238e-01
 -9.29740504e-02 -6.99264319e-02 -5.14766089e-02 -3.80960097e-02
 -2.52552424e-02 -1.74938457e-02 -1.19726124e-02 -5.99622758e-03
  6.00898701e-04  9.08894395e-03]",y-position of midpoint of spar cap on upper surface for strain calculation
rotorse.yl_spar,,"[-2.30948494 -1.29486174 -1.16766093 -1.41727154 -1.14002205 -0.93053116
 -0.7853975  -0.67242609 -0.60325064 -0.5704603  -0.56060936 -0.56383887
 -0.56444721 -0.57351064 -0.55652047 -0.51582833 -0.48067285 -0.42463484
 -0.36825322 -0.31600348 -0.26691471 -0.21919282 -0.17342627 -0.13195562
 -0.09321336 -0.06285604 -0.0390258  -0.01939574 -0.00469638  0.00771552]",y-position of midpoint of spar cap on lower surface for strain calculation
rotorse.xu_te,,"[ 0.01894394  0.02167449 -0.07178714 -0.24155372 -0.20489251 -0.1876279
 -0.18076874 -0.19526701 -0.17442029 -0.16217294 -0.14982493 -0.1447955
 -0.14386455 -0.1458113  -0.15094088 -0.15415527 -0.15756725 -0.15680382
 -0.15391982 -0.14946366 -0.1427589  -0.15620205 -0.14156951 -0.12664675
 -0.1083142  -0.09126334 -0.07549026 -0.06011191 -0.04407738 -0.02789572]",x-position of midpoint of trailing-edge panel on upper surface for strain calculation
rotorse.xl_te,,"[ 0.01894394  0.02167449 -0.07178714 -0.24155372 -0.20489251 -0.1876279
 -0.18076874 -0.19526701 -0.17442029 -0.16217294 -0.14982493 -0.1447955
 -0.14386455 -0.1458113  -0.15094088 -0.15415527 -0.15756725 -0.15680382
 -0.15391982 -0.14946366 -0.1427589  -0.15620205 -0.14156951 -0.12664675
 -0.1083142  -0.09126334 -0.07549026 -0.06011191 -0.04407738 -0.02789572]",x-position of midpoint of trailing-edge panel on lower surface for strain calculation
rotorse.yu_te,,"[-2.30948494 -2.30514103 -2.39660135 -2.13417064 -2.05370845 -2.02549422
 -2.0069791  -1.99541218 -2.00469038 -2.02885983 -2.05904172 -2.04911841
 -2.00570188 -1.89782586 -1.79699902 -1.65779604 -1.52598047 -1.38574802
 -1.25507277 -1.14432547 -1.05132267 -0.96488268 -0.88208005 -0.79937499
 -0.71193721 -0.62630849 -0.54100226 -0.45399394 -0.3649799  -0.24048365]",y-position of midpoint of trailing-edge panel on upper surface for strain calculation
rotorse.yl_te,,"[-2.30948494 -2.30514103 -2.39660135 -2.13417064 -2.05370845 -2.02549422
 -2.0069791  -1.99541218 -2.00469038 -2.02885983 -2.05904172 -2.04911841
 -2.00570188 -1.89782586 -1.79699902 -1.65779604 -1.52598047 -1.38574802
 -1.25507277 -1.14432547 -1.05132267 -0.96488268 -0.88208005 -0.79937499
 -0.71193721 -0.62630849 -0.54100226 -0.45399394 -0.3649799  -0.24048365]",y-position of midpoint of trailing-edge panel on lower surface for strain calculation
rotorse.rs.tip_pos.dx_tip,m,[13.99696242],deflection at tip in blade x-direction
rotorse.rs.tip_pos.dy_tip,m,[-4.66289789],deflection at tip in blade y-direction
rotorse.rs.tip_pos.dz_tip,m,[-0.00226518],deflection at tip in blade z-direction
rotorse.rs.tip_pos.3d_curv_tip,deg,[8.67997487],total coning angle including precone and curvature
rotorse.rs.tip_pos.dynamicFactor,,[1.],a dynamic amplification factor to adjust the static deflection calculation
rotorse.rs.aero_hub_loads.V_load,m/s,[19.19156793],
rotorse.rs.aero_hub_loads.nSector,Unavailable,4,
rotorse.rs.constr.strainU_spar,,"[ 2.74303862e-04 -9.18370325e-04 -1.27397836e-03 -1.76673968e-03
 -2.15488564e-03 -2.41284261e-03 -2.48940330e-03 -2.55176786e-03
 -2.59187777e-03 -2.56038093e-03 -2.50579583e-03 -2.45481238e-03
 -2.41336136e-03 -2.36655081e-03 -2.32290856e-03 -2.27096173e-03
 -2.20890501e-03 -2.13501921e-03 -2.04539446e-03 -1.93846138e-03
 -1.81522496e-03 -1.69106477e-03 -1.55887803e-03 -1.42846606e-03
 -1.34782321e-03 -1.22373167e-03 -1.02880262e-03 -7.48752525e-04
 -3.62164902e-04  2.91285350e-07]","strain in spar cap on upper surface at location xu,yu_strain with loads P_strain"
rotorse.rs.constr.strainL_spar,,"[ 2.74303862e-04  8.69773710e-04  1.29415459e-03  1.37474385e-03
  1.88905945e-03  2.27376645e-03  2.38548608e-03  2.47372444e-03
  2.48511167e-03  2.40823259e-03  2.30971587e-03  2.22755301e-03
  2.16704985e-03  2.12158626e-03  2.10155588e-03  2.08843297e-03
  2.07734344e-03  2.06254453e-03  2.03926093e-03  1.99755340e-03
  1.94276285e-03  1.88391847e-03  1.79634270e-03  1.72367334e-03
  1.67224772e-03  1.56625219e-03  1.36657886e-03  1.04366053e-03
  5.31073011e-04 -4.85633354e-07]","strain in spar cap on lower surface at location xl,yl_strain with loads P_strain"
rotorse.rs.constr.strainU_te,,"[ 2.74303862e-04 -3.67238336e-04 -6.63673708e-05 -2.26483994e-04
 -6.33851654e-04 -8.16927264e-04 -8.88760335e-04 -8.31071332e-04
 -8.63578115e-04 -8.80401904e-04 -9.24088455e-04 -9.17526597e-04
 -8.95788369e-04 -8.15466000e-04 -7.62470926e-04 -7.04554266e-04
 -6.28307542e-04 -5.64437695e-04 -4.97346677e-04 -4.31724849e-04
 -3.66003977e-04 -1.68884583e-04 -9.95613450e-05 -3.56929584e-06
  7.35233651e-05  1.68471959e-04  2.49678824e-04  2.85164041e-04
  2.22206882e-04 -3.06606630e-07]","strain in trailing edge on upper surface at location xu,yu_strain with loads P_strain"
rotorse.rs.constr.strainL_te,,"[ 2.74303862e-04 -3.67238336e-04 -6.63673708e-05 -2.26483994e-04
 -6.33851654e-04 -8.16927264e-04 -8.88760335e-04 -8.31071332e-04
 -8.63578115e-04 -8.80401904e-04 -9.24088455e-04 -9.17526597e-04
 -8.95788369e-04 -8.15466000e-04 -7.62470926e-04 -7.04554266e-04
 -6.28307542e-04 -5.64437695e-04 -4.97346677e-04 -4.31724849e-04
 -3.66003977e-04 -1.68884583e-04 -9.95613450e-05 -3.56929584e-06
  7.35233651e-05  1.68471959e-04  2.49678824e-04  2.85164041e-04
  2.22206882e-04 -3.06606630e-07]","strain in trailing edge on lower surface at location xl,yl_strain with loads P_strain"
rotorse.rs.constr.max_strainU_spar,,[0.004],maximum strain in spar cap suction side
rotorse.rs.constr.max_strainL_spar,,[0.004],maximum strain in spar cap pressure side
rotorse.rs.constr.max_strainU_te,,[0.004],maximum strain in spar cap suction side
rotorse.rs.constr.max_strainL_te,,[0.004],maximum strain in spar cap pressure side
rotorse.rs.constr.s_opt_spar_cap_ss,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade spar cap suction side
rotorse.rs.constr.s_opt_spar_cap_ps,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade spar cap pressure side
rotorse.rs.constr.s_opt_te_ss,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade trailing edge suction side
rotorse.rs.constr.s_opt_te_ps,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade trailing edge pressure side
rotorse.rs.constr.rated_Omega,rpm,[7.89380865],rotor rotation speed at rated
rotorse.rs.constr.flap_mode_freqs,Hz,[ 0.56101393  1.58724747  3.10673939  7.44115369 14.02018758],Frequencies associated with mode shapes in the flap direction
rotorse.rs.constr.edge_mode_freqs,Hz,[0.87292726 2.83320807 4.85597984 5.58745147 9.72650347],Frequencies associated with mode shapes in the edge direction
rotorse.rs.constr.blade_number,Unavailable,3,
rotorse.rs.brs.rootD,m,[4.6192808],Blade root outer diameter / Chord at blade span station 0
rotorse.rs.brs.layer_thickness,m,"[[0.001      0.001      0.001      0.001      0.001      0.001
  0.001      0.001      0.001      0.001      0.001      0.001
  0.001      0.001      0.001      0.001      0.001      0.001
  0.001      0.001      0.001      0.001      0.001      0.001
  0.001      0.001      0.001      0.001      0.001      0.001     ]
 [0.041      0.033      0.026      0.02       0.015      0.011
  0.00828454 0.00651243 0.00536208 0.00470248 0.00440263 0.00433155
  0.00435823 0.00435168 0.00430703 0.0042194  0.00408392 0.00389572
  0.00364992 0.00334165 0.00298133 0.00257936 0.00214615 0.00169212
  0.00122768 0.001      0.001      0.001      0.001      0.001     ]
 [0.         0.01036386 0.01802123 0.02536166 0.03206819 0.03782389
  0.04231181 0.045215   0.04621651 0.04569527 0.04403017 0.04160014
  0.03878408 0.03596091 0.03350953 0.03135807 0.02943466 0.02766741
  0.02598444 0.02431388 0.02258386 0.02080428 0.01898505 0.01713608
  0.0152673  0.0133886  0.0115099  0.0096312  0.0077525  0.00587381]
 [0.         0.01247806 0.01761157 0.02274509 0.02766418 0.03215441
  0.03600136 0.0389906  0.04090771 0.04153826 0.04110173 0.03981761
  0.0379054  0.03558457 0.03307463 0.03059505 0.02815655 0.02576987
  0.02344572 0.02119482 0.01902789 0.01695567 0.01496235 0.01303217
  0.01114933 0.00929806 0.00746257 0.00562708 0.00379159 0.00195611]
 [0.         0.         0.00665003 0.00814812 0.00964621 0.0111443
  0.01260256 0.01398116 0.01524026 0.01634003 0.01724065 0.01790228
  0.01832761 0.01851932 0.01848012 0.01821267 0.01771968 0.01700382
  0.01610578 0.01506624 0.01392586 0.01272533 0.01150532 0.01030652
  0.00912537 0.00795837 0.00680196 0.00565261 0.0045068  0.003361  ]
 [0.         0.         0.02334323 0.02514806 0.0269529  0.02875774
  0.03056258 0.03236741 0.03399538 0.0352696  0.03601321 0.03604932
  0.03520108 0.0332916  0.03059387 0.02738085 0.02392552 0.02050085
  0.01737982 0.0148354  0.01277149 0.01109198 0.00970078 0.00850179
  0.0073989  0.006296   0.00519311 0.00409022 0.00298732 0.        ]
 [0.         0.         0.01864022 0.02290439 0.02716855 0.03128208
  0.03509432 0.03845464 0.04121238 0.04321692 0.0443176  0.04463178
  0.04427681 0.04337004 0.04202882 0.04037051 0.03851246 0.03646388
  0.03423398 0.03183196 0.02926705 0.02654845 0.02368537 0.02070189
  0.01762209 0.01447005 0.01126986 0.00804558 0.00482131 0.00159703]
 [0.         0.         0.01067832 0.01302775 0.01537718 0.0177266
  0.02007603 0.02234366 0.02444771 0.02630638 0.02783787 0.0289604
  0.02959217 0.02979168 0.02961743 0.02912793 0.02838168 0.02743718
  0.02635293 0.02511064 0.02369203 0.0220788  0.02025266 0.01819533
  0.01588852 0.0133738  0.01069276 0.00788698 0.00499804 0.00206752]
 [0.         0.         0.01171413 0.01476495 0.01781576 0.02086658
  0.02391739 0.02696821 0.03001902 0.03295299 0.03565325 0.03800297
  0.03988528 0.04118335 0.04178032 0.04172736 0.04107568 0.03987644
  0.03818083 0.03604003 0.03350522 0.03064208 0.02751627 0.02419345
  0.02073929 0.01721947 0.01369965 0.01017983 0.00666001 0.00314019]
 [0.         0.         0.03598738 0.04397734 0.05196731 0.05963021
  0.066639   0.07266661 0.07738598 0.08047006 0.08159179 0.08099669
  0.07893026 0.07563804 0.07136553 0.06635826 0.06086173 0.05503573
  0.04904003 0.04303439 0.03717859 0.03163241 0.02655561 0.02186997
  0.01749725 0.01335922 0.00937765 0.00547432 0.00157099 0.001     ]
 [0.041      0.033      0.026      0.02       0.01531562 0.01261405
  0.01008929 0.00782972 0.00592376 0.00445981 0.00352627 0.00301625
  0.00282289 0.00283929 0.0029586  0.00307391 0.00307837 0.00299303
  0.00283898 0.00263728 0.00240901 0.00217523 0.00195702 0.00175179
  0.00155694 0.00136987 0.00118799 0.00100871 0.001      0.001     ]
 [0.         0.         0.         0.00216423 0.00221016 0.00225609
  0.00230203 0.00234796 0.00238579 0.0024074  0.0024047  0.00236957
  0.00229392 0.00216963 0.00201292 0.00184    0.00166708 0.00151037
  0.00138608 0.00131043 0.0012753  0.0012726  0.00129421 0.00133204
  0.00137797 0.00142391 0.00146984 0.00151577 0.0015617  0.        ]
 [0.         0.         0.         0.03748906 0.03611723 0.03474541
  0.0333631  0.03195982 0.0305251  0.02904844 0.02751938 0.02592742
  0.02433745 0.02281437 0.02142306 0.02022841 0.01929532 0.01868866
  0.01834679 0.01820803 0.02       0.02       0.02       0.02
  0.02       0.02       0.02       0.02       0.02       0.        ]
 [0.         0.         0.         0.00207236 0.0021183  0.00216423
  0.00221016 0.00225609 0.00230203 0.00234796 0.00238579 0.0024074
  0.0024047  0.00236957 0.00229392 0.00216963 0.00201292 0.00184
  0.00166708 0.00151037 0.00138608 0.00131043 0.0012753  0.0012726
  0.00129421 0.00133204 0.00137797 0.00142391 0.00146984 0.        ]
 [0.         0.         0.         0.0025176  0.00244513 0.00237266
  0.00230019 0.00222772 0.00215449 0.00207974 0.00200272 0.00192266
  0.0018388  0.00175038 0.00166147 0.0015761  0.00149834 0.00143223
  0.00138184 0.0013512  0.00133703 0.00133604 0.00134493 0.00136041
  0.00137918 0.00139795 0.00141672 0.00143549 0.00145426 0.        ]
 [0.         0.         0.         0.03770661 0.03634612 0.03498563
  0.03361392 0.03221976 0.03079194 0.02931923 0.02779041 0.02619427
  0.02459556 0.02305903 0.02164945 0.02043157 0.02       0.02
  0.02       0.02       0.02       0.02       0.02       0.02
  0.02       0.02       0.02       0.02       0.02       0.        ]
 [0.         0.         0.         0.00266254 0.00259007 0.0025176
  0.00244513 0.00237266 0.00230019 0.00222772 0.00215449 0.00207974
  0.00200272 0.00192266 0.0018388  0.00175038 0.00166147 0.0015761
  0.00149834 0.00143223 0.00138184 0.0013512  0.00133703 0.00133604
  0.00134493 0.00136041 0.00137918 0.00139795 0.00141672 0.        ]]","2D array of the thickness of the layers of the blade structure. The first dimension represents each layer, the second dimension represents each entry along blade span."
